        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_old  cool_tot      ntot        ip    nioniz      gain macro_bf_in macro_bf_out 
2.200e+14   81      0        0  4.59e+09  0.00e+00  0.00e+00  7.08e+42  7.49e-14  3.84e+10  1.13e+05  1.14e+05  1.00e+02 -1.17e+03  1.12e+05  1.12e+05  1.55e-01  9.28e+40  9.28e+40  9.28e+40  2.02e+07  8.61e+04  1.01e+07  6.99e-01  0.00e+00  0.00e+00 
2.310e+14   82      0        0  4.54e+09  0.00e+00  0.00e+00  8.19e+42  6.89e-14  3.53e+10  1.11e+05  1.10e+05 -2.92e+02 -1.09e+03  1.10e+05  1.10e+05  1.43e-01  8.52e+40  8.52e+40  8.52e+40  1.98e+07  8.15e+04  9.72e+06  8.00e-01  0.00e+00  0.00e+00 
2.425e+14   83      0        0  4.52e+09  0.00e+00  0.00e+00  9.47e+42  6.38e-14  3.27e+10  1.08e+05  1.08e+05 -3.11e+01 -1.19e+03  1.08e+05  1.08e+05  1.33e-01  7.87e+40  7.87e+40  7.87e+40  1.94e+07  7.67e+04  9.39e+06  8.00e-01  0.00e+00  0.00e+00 
2.545e+14   84      0        0  4.48e+09  0.00e+00  0.00e+00  1.09e+43  5.91e-14  3.03e+10  1.06e+05  1.06e+05  8.57e+01 -1.11e+03  1.07e+05  1.07e+05  1.22e-01  7.28e+40  7.28e+40  7.28e+40  1.89e+07  7.20e+04  9.06e+06  6.99e-01  0.00e+00  0.00e+00 
2.672e+14   85      0        0  4.42e+09  0.00e+00  0.00e+00  1.27e+43  5.47e-14  2.80e+10  1.03e+05  1.03e+05 -2.56e+02 -1.12e+03  1.05e+05  1.05e+05  1.12e-01  6.73e+40  6.73e+40  6.73e+40  1.85e+07  6.76e+04  8.74e+06  8.00e-01  0.00e+00  0.00e+00 
2.805e+14   86      0        0  4.40e+09  0.00e+00  0.00e+00  1.46e+43  5.05e-14  2.59e+10  1.01e+05  1.01e+05  2.10e+02 -1.30e+03  1.04e+05  1.04e+05  1.03e-01  6.23e+40  6.23e+40  6.23e+40  1.80e+07  6.36e+04  8.41e+06  6.99e-01  0.00e+00  0.00e+00 
2.944e+14   87      0        0  4.38e+09  0.00e+00  0.00e+00  1.69e+43  4.67e-14  2.39e+10  9.83e+04  9.89e+04  7.46e+02 -1.30e+03  1.03e+05  1.03e+05  9.37e-02  5.76e+40  5.76e+40  5.76e+40  1.75e+07  5.96e+04  8.10e+06  6.99e-01  0.00e+00  0.00e+00 
3.091e+14   88      0        0  4.36e+09  0.00e+00  0.00e+00  1.96e+43  4.32e-14  2.21e+10  9.64e+04  9.62e+04 -7.65e+01 -9.00e+02  1.01e+05  1.01e+05  8.54e-02  5.35e+40  5.35e+40  5.35e+40  1.70e+07  5.59e+04  7.79e+06  8.00e-01  0.00e+00  0.00e+00 
3.244e+14   89      0        0  4.33e+09  0.00e+00  0.00e+00  2.27e+43  3.99e-14  2.04e+10  9.38e+04  9.44e+04  4.53e+02 -1.08e+03  1.00e+05  1.00e+05  7.74e-02  4.93e+40  4.93e+40  4.93e+40  1.65e+07  5.24e+04  7.48e+06  6.99e-01  0.00e+00  0.00e+00 
3.406e+14   90      0        0  4.31e+09  0.00e+00  0.00e+00  2.62e+43  3.70e-14  1.90e+10  9.22e+04  9.18e+04 -2.38e+02 -9.87e+02  9.90e+04  9.89e+04  7.00e-02  4.61e+40  4.61e+40  4.61e+40  1.60e+07  4.87e+04  7.17e+06  8.00e-01  0.00e+00  0.00e+00 
3.575e+14   91      0        0  4.28e+09  0.00e+00  0.00e+00  3.03e+43  3.41e-14  1.75e+10  8.97e+04  8.98e+04 -1.31e+02 -1.10e+03  9.80e+04  9.79e+04  6.29e-02  4.24e+40  4.24e+40  4.24e+40  1.54e+07  4.55e+04  6.86e+06  8.00e-01  0.00e+00  0.00e+00 
3.753e+14   92      0        0  4.27e+09  0.00e+00  0.00e+00  3.51e+43  3.14e-14  1.61e+10  8.72e+04  8.77e+04  4.60e+02 -1.70e+03  9.70e+04  9.69e+04  5.63e-02  3.89e+40  3.89e+40  3.89e+40  1.49e+07  4.26e+04  6.55e+06  6.99e-01  0.00e+00  0.00e+00 
3.940e+14   93      0        0  4.28e+09  0.00e+00  0.00e+00  4.06e+43  2.88e-14  1.47e+10  8.62e+04  8.64e+04 -1.14e+02 -1.19e+03  9.60e+04  9.60e+04  5.03e-02  3.59e+40  3.59e+40  3.59e+40  1.43e+07  3.98e+04  6.24e+06  8.00e-01  0.00e+00  0.00e+00 
4.136e+14   94      0        0  4.24e+09  0.00e+00  0.00e+00  4.69e+43  2.63e-14  1.34e+10  8.39e+04  8.42e+04  6.07e+01 -1.34e+03  9.51e+04  9.51e+04  4.45e-02  3.26e+40  3.26e+40  3.26e+40  1.37e+07  3.71e+04  5.93e+06  6.99e-01  0.00e+00  0.00e+00 
4.342e+14   95      0        0  4.24e+09  0.00e+00  0.00e+00  5.43e+43  2.40e-14  1.23e+10  8.19e+04  8.29e+04  4.34e+02 -1.31e+03  9.43e+04  9.42e+04  3.92e-02  2.96e+40  2.96e+40  2.96e+40  1.31e+07  3.46e+04  5.62e+06  6.99e-01  0.00e+00  0.00e+00 
4.558e+14   96      0        0  4.25e+09  0.00e+00  0.00e+00  6.28e+43  2.18e-14  1.12e+10  8.17e+04  8.17e+04  2.59e+01 -1.21e+03  9.36e+04  9.34e+04  3.42e-02  2.71e+40  2.71e+40  2.71e+40  1.24e+07  3.22e+04  5.31e+06  6.99e-01  0.00e+00  0.00e+00 
4.784e+14   97      0        0  4.19e+09  0.00e+00  0.00e+00  7.26e+43  1.96e-14  1.01e+10  7.83e+04  7.94e+04  1.53e+03 -2.40e+03  9.29e+04  9.26e+04  2.97e-02  2.39e+40  2.39e+40  2.39e+40  1.18e+07  3.00e+04  5.00e+06  6.99e-01  0.00e+00  0.00e+00 
5.022e+14   98      0        0  4.23e+09  0.00e+00  0.00e+00  8.41e+43  1.77e-14  9.06e+09  7.74e+04  7.81e+04  7.46e+02 -1.95e+03  9.22e+04  9.19e+04  2.56e-02  2.14e+40  2.14e+40  2.14e+40  1.11e+07  2.79e+04  4.69e+06  6.99e-01  0.00e+00  0.00e+00 
5.272e+14   99      0        0  4.25e+09  0.00e+00  0.00e+00  9.72e+43  1.58e-14  8.08e+09  7.81e+04  7.79e+04  4.01e+02 -1.78e+03  9.17e+04  9.14e+04  2.18e-02  1.91e+40  1.91e+40  1.91e+40  1.05e+07  2.59e+04  4.39e+06  6.99e-01  0.00e+00  0.00e+00 
5.535e+14  100      0        0  4.21e+09  0.00e+00  0.00e+00  1.12e+44  1.39e-14  7.13e+09  7.39e+04  7.48e+04  5.00e+02 -1.35e+03  9.11e+04  9.08e+04  1.84e-02  1.61e+40  1.61e+40  1.61e+40  9.81e+06  2.42e+04  4.08e+06  6.99e-01  0.00e+00  0.00e+00 
5.810e+14  101      0        0  4.29e+09  0.00e+00  0.00e+00  1.30e+44  1.22e-14  6.26e+09  7.45e+04  7.49e+04  1.33e+01 -7.39e+02  9.05e+04  9.05e+04  1.53e-02  1.39e+40  1.39e+40  1.39e+40  9.13e+06  2.24e+04  3.78e+06  6.99e-01  0.00e+00  0.00e+00 
6.099e+14  102      0        0  4.31e+09  0.00e+00  0.00e+00  1.51e+44  1.06e-14  5.44e+09  7.45e+04  7.36e+04 -1.33e+03 -2.41e+01  9.00e+04  9.00e+04  1.24e-02  1.17e+40  1.17e+40  1.17e+40  8.44e+06  2.05e+04  3.48e+06  8.00e-01  0.00e+00  0.00e+00 
6.402e+14  103      0        0  4.32e+09  0.00e+00  0.00e+00  1.74e+44  9.15e-15  4.68e+09  7.13e+04  7.14e+04 -2.93e+02 -1.04e+03  8.97e+04  8.97e+04  9.67e-03  9.40e+39  9.40e+39  9.40e+39  7.70e+06  1.83e+04  3.16e+06  8.00e-01  0.00e+00  0.00e+00 
6.721e+14  104     -1        0  4.40e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
7.055e+14  105     -1        0  4.43e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
