       x        z    i    j inwind converge       v_x       v_y       v_z   dv_x_dx   dv_y_dx   dv_z_dx   dv_x_dy   dv_y_dy   dv_z_dy   dv_x_dz   dv_y_dz   dv_z_dz     div_v  dvds_max     gamma    dfudge 
6.72e+14 3.62e+15   64    3      0        1  1.27e+09  0.00e+00  1.34e+10  6.31e-06  1.05e-18 -3.21e-06  0.00e+00  0.00e+00  0.00e+00 -4.77e-06 -4.20e-18 -9.68e-06 -4.19e-06  1.06e-05  1.12e+00  6.26e+05 
8.60e+14 3.58e+15   64    4      0        1  2.37e+09  0.00e+00  1.17e+10  4.76e-06  0.00e+00 -4.13e-06  0.00e+00  0.00e+00  0.00e+00 -1.61e-05  1.79e-17 -7.35e-06 -4.98e-06  1.31e-05  1.09e+00  6.26e+05 
1.05e+15 3.53e+15   64    5      0        2  3.23e+09  0.00e+00  8.89e+09  2.15e-06 -2.79e-18 -4.96e-06  0.00e+00  0.00e+00  0.00e+00 -1.84e-05 -1.30e-17 -6.24e-06 -7.62e-06  1.45e-05  1.05e+00  6.26e+05 
1.23e+15 3.47e+15   64    6      0        2  3.63e+09  0.00e+00  6.15e+09 -1.26e-06 -6.22e-18 -5.91e-06  0.00e+00  0.00e+00  0.00e+00 -1.43e-05 -1.78e-17 -6.46e-06 -1.18e-05  1.43e-05  1.03e+00  6.26e+05 
1.41e+15 3.40e+15   64    7      0        1  3.48e+09  0.00e+00  4.71e+09 -1.24e-06 -3.16e-18 -7.09e-06  0.00e+00  0.00e+00  0.00e+00 -7.38e-06  1.74e-18 -7.74e-06 -1.11e-05  1.24e-05  1.02e+00  6.26e+05 
1.59e+15 3.33e+15   64    8      0        0  4.12e+09  0.00e+00  4.62e+09 -6.37e-07  1.75e-18 -8.00e-06  0.00e+00  0.00e+00  0.00e+00 -3.88e-06 -1.31e-18 -7.49e-06 -1.17e-05  1.09e-05  1.02e+00  6.26e+05 
1.76e+15 3.24e+15   64    9      0        2  4.41e+09  0.00e+00  4.48e+09 -2.60e-06 -2.19e-19 -6.76e-06  0.00e+00  0.00e+00  0.00e+00 -4.95e-06  2.85e-18 -6.00e-06 -1.03e-05  1.04e-05  1.02e+00  6.26e+05 
1.93e+15 3.14e+15   64   10      0        2  4.37e+09  0.00e+00  3.97e+09 -3.67e-06 -2.62e-18 -5.05e-06  0.00e+00  0.00e+00  0.00e+00 -6.11e-06 -6.54e-19 -3.61e-06 -8.72e-06  9.22e-06  1.02e+00  6.26e+05 
2.09e+15 3.04e+15   64   11      0        1  4.16e+09  0.00e+00  3.19e+09 -5.85e-06  5.08e-18 -2.36e-06  0.00e+00  0.00e+00  0.00e+00 -7.15e-06  4.32e-18 -9.11e-07 -7.98e-06  8.73e-06  1.02e+00  6.26e+05 
2.24e+15 2.92e+15   64   12      0        1  3.05e+09  0.00e+00  1.95e+09 -7.09e-06 -5.64e-18  2.92e-07  0.00e+00  0.00e+00  0.00e+00 -6.72e-06 -4.60e-18  1.20e-06 -5.44e-06  8.19e-06  1.01e+00  6.26e+05 
2.39e+15 2.80e+15   64   13      0        2  1.99e+09  0.00e+00  9.23e+08 -5.98e-06 -3.66e-18  8.76e-07  0.00e+00  0.00e+00  0.00e+00 -4.47e-06 -2.12e-18  1.21e-06 -3.59e-06  6.39e-06  1.00e+00  6.26e+05 
2.54e+15 2.67e+15   64   14      0        2  1.12e+09  0.00e+00  3.80e+08 -4.57e-06  6.89e-19  1.26e-06  0.00e+00  0.00e+00  0.00e+00 -2.28e-06  3.46e-19  6.40e-07 -2.21e-06  4.62e-06  1.00e+00  6.26e+05 
2.67e+15 2.54e+15   64   15      0        2  4.09e+08  0.00e+00  1.34e+08 -3.15e-06 -6.31e-19  1.00e-06  0.00e+00  0.00e+00  0.00e+00 -1.09e-06 -1.86e-19  2.85e-07 -6.75e-07  3.15e-06  1.00e+00  6.26e+05 
2.80e+15 2.39e+15   64   16      0        2  2.54e+07  0.00e+00  1.87e+07 -1.64e-06  3.70e-20  1.98e-07  0.00e+00  0.00e+00  0.00e+00 -4.26e-07  2.98e-20  2.64e-08  1.61e-07  1.65e-06  1.00e+00  6.26e+05 
2.92e+15 2.24e+15   64   17      0        1 -5.54e+07  0.00e+00  2.02e+07 -6.07e-07 -1.72e-21 -4.64e-07  0.00e+00  0.00e+00  0.00e+00 -4.56e-08  6.18e-22 -1.87e-07  2.41e-07  7.27e-07  1.00e+00  6.26e+05 
3.04e+15 2.09e+15   64   18      0        2  1.72e+07  0.00e+00  6.20e+07 -2.69e-07 -3.68e-21 -5.11e-07  0.00e+00  0.00e+00  0.00e+00  4.48e-08  8.97e-20 -1.57e-07  1.05e-07  4.53e-07  1.00e+00  6.26e+05 
3.14e+15 1.93e+15   64   19      0        1  3.97e+07  0.00e+00  7.73e+07 -1.28e-07  3.88e-20 -2.31e-07  0.00e+00  0.00e+00  0.00e+00  4.34e-09  1.21e-19 -2.30e-08  1.40e-07  2.00e-07  1.00e+00  6.26e+05 
3.24e+15 1.76e+15   64   20      0        1  6.36e+07  0.00e+00  7.01e+07 -2.02e-08  3.04e-20 -2.34e-07  0.00e+00  0.00e+00  0.00e+00 -3.53e-08  3.67e-20  6.59e-08  1.06e-07  1.64e-07  1.00e+00  6.26e+05 
3.33e+15 1.59e+15   64   21      0        1  1.11e+08  0.00e+00  4.95e+07  8.27e-08 -3.21e-19 -2.53e-07  0.00e+00  0.00e+00  0.00e+00 -4.80e-08 -1.08e-19  1.15e-07  1.94e-08  2.50e-07  1.00e+00  6.26e+05 
3.40e+15 1.41e+15   64   22      0        1  1.62e+08  0.00e+00  2.38e+07  1.32e-07 -1.98e-19 -1.74e-07  0.00e+00  0.00e+00  0.00e+00 -5.07e-08  9.67e-23  1.14e-07 -7.04e-08  2.35e-07  1.00e+00  6.26e+05 
3.47e+15 1.23e+15   64   23      0        1  1.90e+08  0.00e+00  3.18e+06  8.31e-08  5.13e-19 -3.88e-08  0.00e+00  0.00e+00  0.00e+00 -4.58e-08  4.56e-21  8.06e-08 -1.62e-07  1.24e-07  1.00e+00  6.26e+05 
3.53e+15 1.05e+15   64   24      0        0  1.86e+08  0.00e+00 -1.03e+07  2.87e-08 -4.47e-19  1.02e-07  0.00e+00  0.00e+00  0.00e+00 -3.00e-08  1.99e-20  4.12e-08 -1.52e-07  7.15e-08  1.00e+00  6.26e+05 
3.58e+15 8.60e+14   64   25      0        2  1.57e+08  0.00e+00 -1.48e+07  7.56e-09  2.74e-20  1.50e-07  0.00e+00  0.00e+00  0.00e+00 -2.17e-08 -1.67e-20  1.17e-08 -6.66e-08  7.39e-08  1.00e+00  6.26e+05 
3.62e+15 6.72e+14   64   26      0        2  1.33e+08  0.00e+00 -1.66e+07  7.70e-09 -2.34e-20  1.17e-07  0.00e+00  0.00e+00  0.00e+00 -2.05e-08 -1.30e-20 -2.43e-09 -4.50e-08  5.13e-08  1.00e+00  6.26e+05 
3.65e+15 4.81e+14   64   27      0        2  1.15e+08  0.00e+00 -1.56e+07 -1.63e-08 -1.36e-19  5.43e-08  0.00e+00  0.00e+00  0.00e+00 -8.00e-09  3.00e-20 -8.83e-09 -3.21e-08  3.60e-08  1.00e+00  6.26e+05 
3.67e+15 2.89e+14   64   28      0        2  1.12e+08  0.00e+00 -1.38e+07 -1.12e-08 -1.23e-19  8.67e-09  0.00e+00  0.00e+00  0.00e+00 -6.12e-09  5.71e-21 -2.04e-08 -4.75e-08  2.05e-08  1.00e+00  6.26e+05 
3.68e+15 9.65e+13   64   29      0        2  1.12e+08  0.00e+00 -8.25e+06 -1.02e-08  1.93e-20  4.89e-11  0.00e+00  0.00e+00  0.00e+00 -7.25e-09 -4.93e-21 -3.24e-08 -5.60e-08  3.30e-08  1.00e+00  6.26e+05 
3.69e+15 2.26e-01   64   30     -2        0  1.12e+08  0.00e+00 -1.93e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.69e+15 2.26e-01   64   31     -2        0  1.12e+08  0.00e+00 -1.93e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.04e+14 3.95e+15   65    0     -2        0 -4.08e+08  0.00e+00  1.28e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.10e+14 3.94e+15   65    1     -2        0 -2.60e+08  0.00e+00  8.19e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
5.16e+14 3.92e+15   65    2      0        2 -2.39e+08  0.00e+00  9.25e+09  2.81e-06  2.70e-20 -1.09e-06  0.00e+00  0.00e+00  0.00e+00  4.81e-06 -6.04e-18 -1.25e-05 -7.06e-06  1.27e-05  1.05e+00  6.26e+05 
7.21e+14 3.89e+15   65    3      0        1  8.54e+08  0.00e+00  1.05e+10  5.11e-06 -1.34e-18 -2.13e-06  0.00e+00  0.00e+00  0.00e+00 -3.49e-06 -5.34e-18 -1.10e-05 -5.51e-06  1.14e-05  1.07e+00  6.26e+05 
9.23e+14 3.85e+15   65    4      0        1  1.78e+09  0.00e+00  8.67e+09  2.87e-06  0.00e+00 -2.78e-06  0.00e+00  0.00e+00  0.00e+00 -1.43e-05  8.56e-18 -8.15e-06 -5.06e-06  1.28e-05  1.05e+00  6.26e+05 
1.12e+15 3.79e+15   65    5      0        2  2.18e+09  0.00e+00  5.96e+09 -5.29e-07  3.37e-18 -3.18e-06  0.00e+00  0.00e+00  0.00e+00 -1.61e-05  4.50e-18 -5.63e-06 -5.66e-06  1.30e-05  1.02e+00  6.26e+05 
1.32e+15 3.73e+15   65    6      0        1  1.94e+09  0.00e+00  3.27e+09 -3.27e-06 -7.44e-20 -3.83e-06  0.00e+00  0.00e+00  0.00e+00 -1.24e-05 -2.38e-18 -5.09e-06 -8.40e-06  1.24e-05  1.01e+00  6.26e+05 
1.51e+15 3.65e+15   65    7      0        2  1.43e+09  0.00e+00  1.91e+09 -3.01e-06  4.91e-20 -5.46e-06  0.00e+00  0.00e+00  0.00e+00 -6.23e-06  8.97e-19 -6.71e-06 -8.05e-06  1.10e-05  1.00e+00  6.26e+05 
1.70e+15 3.57e+15   65    8      0        2  1.60e+09  0.00e+00  1.91e+09 -2.11e-06 -2.46e-19 -7.67e-06  0.00e+00  0.00e+00  0.00e+00 -3.23e-06 -2.83e-19 -7.86e-06 -8.00e-06  1.11e-05  1.00e+00  6.26e+05 
1.89e+15 3.48e+15   65    9      0        2  1.90e+09  0.00e+00  2.00e+09 -2.21e-06  1.06e-18 -8.10e-06  0.00e+00  0.00e+00  0.00e+00 -3.26e-06 -7.14e-19 -7.28e-06 -7.24e-06  1.10e-05  1.00e+00  6.26e+05 
2.07e+15 3.37e+15   65   10      0        1  2.27e+09  0.00e+00  2.06e+09 -3.02e-06  1.26e-18 -6.77e-06  0.00e+00  0.00e+00  0.00e+00 -3.95e-06 -6.41e-19 -5.23e-06 -7.08e-06  9.60e-06  1.01e+00  6.26e+05 
2.24e+15 3.26e+15   65   11      0        0  2.20e+09  0.00e+00  1.68e+09 -4.82e-06 -7.39e-19 -5.01e-06  0.00e+00  0.00e+00  0.00e+00 -4.80e-06 -5.42e-19 -3.03e-06 -6.12e-06  8.91e-06  1.00e+00  6.26e+05 
2.41e+15 3.14e+15   65   12      0        1  1.74e+09  0.00e+00  1.11e+09 -5.07e-06 -1.51e-18 -2.26e-06  0.00e+00  0.00e+00  0.00e+00 -4.07e-06 -1.58e-18 -7.72e-07 -4.86e-06  6.75e-06  1.00e+00  6.26e+05 
2.57e+15 3.01e+15   65   13      0        2  1.09e+09  0.00e+00  5.43e+08 -4.26e-06  1.05e-19 -9.46e-07  0.00e+00  0.00e+00  0.00e+00 -2.59e-06  2.06e-19  1.54e-07 -3.05e-06  4.88e-06  1.00e+00  6.26e+05 
2.72e+15 2.87e+15   65   14      0        1  6.58e+08  0.00e+00  2.67e+08 -2.74e-06  1.15e-18 -1.18e-07  0.00e+00  0.00e+00  0.00e+00 -1.15e-06  3.27e-19  2.80e-07 -1.59e-06  2.87e-06  1.00e+00  6.26e+05 
2.87e+15 2.72e+15   65   15      0        2  3.07e+08  0.00e+00  1.27e+08 -1.34e-06 -1.03e-19  5.93e-07  0.00e+00  0.00e+00  0.00e+00 -3.63e-07  8.86e-20  3.44e-07 -4.79e-07  1.35e-06  1.00e+00  6.26e+05 
3.01e+15 2.57e+15   65   16      0        0  1.11e+08  0.00e+00  6.75e+07 -3.48e-07  1.82e-20  5.65e-07  0.00e+00  0.00e+00  0.00e+00  5.52e-09  3.21e-20  2.76e-07  2.09e-07  4.59e-07  1.00e+00  6.26e+05 
3.14e+15 2.41e+15   65   17      0        2  4.63e+07  0.00e+00  4.61e+07  1.46e-07 -5.44e-20  3.29e-07  0.00e+00  0.00e+00  0.00e+00  7.39e-08 -1.14e-19  1.42e-07  5.67e-07  3.45e-07  1.00e+00  6.26e+05 
3.26e+15 2.24e+15   65   18      0        2  4.54e+07  0.00e+00  4.19e+07  3.11e-07 -3.55e-20  1.09e-07  0.00e+00  0.00e+00  0.00e+00  2.44e-08 -8.24e-20  9.94e-09  6.41e-07  3.25e-07  1.00e+00  6.26e+05 
3.37e+15 2.07e+15   65   19      0        0  8.42e+07  0.00e+00  4.86e+07  3.71e-07 -8.13e-20  9.96e-08  0.00e+00  0.00e+00  0.00e+00 -3.68e-08 -1.08e-20 -2.14e-08  4.74e-07  3.74e-07  1.00e+00  6.26e+05 
3.48e+15 1.89e+15   65   20      0        0  9.28e+07  0.00e+00  4.11e+07  2.58e-07  8.93e-20  1.15e-07  0.00e+00  0.00e+00  0.00e+00 -7.70e-08 -1.42e-21 -6.25e-09  3.24e-07  2.59e-07  1.00e+00  6.26e+05 
3.57e+15 1.70e+15   65   21      0        2  9.59e+07  0.00e+00  3.54e+07  1.29e-07 -1.57e-20  2.70e-08  0.00e+00  0.00e+00  0.00e+00 -7.25e-08  6.50e-21  7.62e-09  1.85e-07  1.33e-07  1.00e+00  6.26e+05 
3.65e+15 1.51e+15   65   22      0        0  1.07e+08  0.00e+00  2.52e+07 -4.61e-09 -3.29e-20 -8.75e-08  0.00e+00  0.00e+00  0.00e+00 -5.36e-08 -2.05e-20  4.41e-08  7.38e-08  9.43e-08  1.00e+00  6.26e+05 
3.73e+15 1.32e+15   65   23      0        0  1.27e+08  0.00e+00  1.06e+07 -1.08e-07  1.90e-19 -9.24e-08  0.00e+00  0.00e+00  0.00e+00 -2.59e-08  1.66e-22  5.22e-08 -3.64e-08  1.28e-07  1.00e+00  6.26e+05 
3.79e+15 1.12e+15   65   24      0        0  1.26e+08  0.00e+00  2.02e+06 -1.42e-07  9.85e-20 -3.91e-08  0.00e+00  0.00e+00  0.00e+00  2.52e-09  3.27e-21  4.42e-08 -5.82e-08  1.44e-07  1.00e+00  6.26e+05 
3.85e+15 9.23e+14   65   25      0        1  1.24e+08  0.00e+00 -5.88e+06 -1.05e-07  2.76e-20 -2.39e-08  0.00e+00  0.00e+00  0.00e+00  1.08e-08 -1.33e-21  4.05e-08 -7.83e-08  1.06e-07  1.00e+00  6.26e+05 
3.89e+15 7.21e+14   65   26      0        0  1.24e+08  0.00e+00 -1.25e+07 -7.81e-08  5.22e-20  2.11e-08  0.00e+00  0.00e+00  0.00e+00  1.83e-08 -9.93e-21  1.85e-08 -9.58e-08  8.19e-08  1.00e+00  6.26e+05 
3.92e+15 5.16e+14   65   27      0        2  1.10e+08  0.00e+00 -1.16e+07 -5.39e-08  8.23e-20  3.74e-08  0.00e+00  0.00e+00  0.00e+00  2.12e-08  8.63e-21 -3.56e-09 -7.87e-08  6.73e-08  1.00e+00  6.26e+05 
3.94e+15 3.10e+14   65   28      0        2  1.06e+08  0.00e+00 -9.77e+06 -4.95e-08  2.32e-19  6.93e-09  0.00e+00  0.00e+00  0.00e+00  2.06e-08 -1.80e-20 -1.09e-08 -7.59e-08  5.39e-08  1.00e+00  6.26e+05 
3.95e+15 1.04e+14   65   29      0        1  1.05e+08  0.00e+00 -6.39e+06 -4.50e-08  7.36e-21 -2.06e-09  0.00e+00  0.00e+00  0.00e+00  1.11e-08  2.47e-21 -2.23e-08 -8.51e-08  4.58e-08  1.00e+00  6.26e+05 
3.96e+15 2.42e-01   65   30     -2        0  1.06e+08  0.00e+00 -6.30e+05  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.96e+15 2.42e-01   65   31     -2        0  1.06e+08  0.00e+00 -6.30e+05  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.11e+14 4.24e+15   66    0     -2        0 -4.08e+08  0.00e+00  1.28e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.33e+14 4.23e+15   66    1     -2        0  2.04e+07  0.00e+00  6.55e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
5.54e+14 4.21e+15   66    2      0        2 -3.61e+08  0.00e+00  6.16e+09  1.19e-06  3.56e-20 -2.06e-07  0.00e+00  0.00e+00  0.00e+00  6.90e-07  4.37e-18 -9.17e-06 -5.53e-06  9.18e-06  1.02e+00  6.26e+05 
7.74e+14 4.17e+15   66    3      0        2  5.28e+08  0.00e+00  7.26e+09  3.63e-06 -3.14e-19 -1.50e-06  0.00e+00  0.00e+00  0.00e+00 -2.69e-06 -8.12e-18 -1.05e-05 -5.68e-06  1.08e-05  1.03e+00  6.26e+05 
9.91e+14 4.13e+15   66    4      0        0  1.23e+09  0.00e+00  5.77e+09  1.89e-06  7.57e-19 -2.27e-06  0.00e+00  0.00e+00  0.00e+00 -1.03e-05  3.41e-18 -7.24e-06 -2.94e-06  1.04e-05  1.02e+00  6.26e+05 
1.21e+15 4.07e+15   66    5      0        2  1.52e+09  0.00e+00  3.71e+09 -6.27e-07  4.63e-19 -1.53e-06  0.00e+00  0.00e+00  0.00e+00 -1.14e-05  1.25e-18 -3.31e-06 -1.47e-06  8.56e-06  1.01e+00  6.26e+05 
1.42e+15 4.00e+15   66    6      0        2  1.15e+09  0.00e+00  1.49e+09 -3.39e-06 -2.21e-18 -2.60e-07  0.00e+00  0.00e+00  0.00e+00 -9.15e-06 -2.96e-18 -1.31e-06 -3.95e-06  7.16e-06  1.00e+00  6.26e+05 
1.62e+15 3.92e+15   66    7      0        0  1.76e+08  0.00e+00  1.66e+08 -3.54e-06 -2.17e-19 -1.19e-06  0.00e+00  0.00e+00  0.00e+00 -4.37e-06 -5.36e-20 -2.16e-06 -2.66e-06  5.71e-06  1.00e+00  6.26e+05 
1.83e+15 3.83e+15   66    8      0        1 -8.22e+07  0.00e+00  7.10e+07 -1.81e-06  1.28e-19 -3.12e-06  0.00e+00  0.00e+00  0.00e+00 -1.51e-06 -1.03e-19 -3.65e-06 -1.46e-06  5.22e-06  1.00e+00  6.26e+05 
2.03e+15 3.73e+15   66    9      0        1  1.07e+07  0.00e+00  2.13e+08 -7.52e-07  1.35e-20 -4.00e-06  0.00e+00  0.00e+00  0.00e+00 -8.63e-07  1.43e-19 -3.77e-06 -9.97e-07  5.12e-06  1.00e+00  6.26e+05 
2.22e+15 3.62e+15   66   10      0        1  4.09e+08  0.00e+00  4.76e+08 -1.10e-06 -6.36e-19 -4.16e-06  0.00e+00  0.00e+00  0.00e+00 -1.36e-06 -5.17e-19 -3.32e-06 -2.08e-06  5.19e-06  1.00e+00  6.26e+05 
2.40e+15 3.50e+15   66   11      0        1  4.94e+08  0.00e+00  4.20e+08 -2.16e-06  1.83e-19 -3.52e-06  0.00e+00  0.00e+00  0.00e+00 -1.96e-06  3.76e-19 -2.38e-06 -1.75e-06  5.01e-06  1.00e+00  6.26e+05 
2.58e+15 3.37e+15   66   12      0        1  4.55e+08  0.00e+00  3.25e+08 -2.41e-06 -2.55e-19 -1.92e-06  0.00e+00  0.00e+00  0.00e+00 -1.67e-06 -1.63e-19 -1.06e-06 -1.77e-06  3.65e-06  1.00e+00  6.26e+05 
2.76e+15 3.23e+15   66   13      0        1  1.42e+08  0.00e+00  1.06e+08 -2.07e-06  1.90e-19 -1.17e-06  0.00e+00  0.00e+00  0.00e+00 -1.11e-06  7.01e-20 -4.44e-07 -1.04e-06  2.66e-06  1.00e+00  6.26e+05 
2.92e+15 3.08e+15   66   14      0        1  7.95e+07  0.00e+00  7.38e+07 -1.01e-06  6.80e-20 -1.05e-06  0.00e+00  0.00e+00  0.00e+00 -3.35e-07  4.65e-20 -4.44e-07 -4.48e-07  1.48e-06  1.00e+00  6.26e+05 
3.08e+15 2.92e+15   66   15      0        1  1.20e+08  0.00e+00  1.27e+08 -3.16e-07 -5.01e-20 -3.36e-07  0.00e+00  0.00e+00  0.00e+00  2.26e-08 -7.45e-20 -1.32e-07 -2.88e-07  4.06e-07  1.00e+00  6.26e+05 
3.23e+15 2.76e+15   66   16      0        2  8.59e+07  0.00e+00  1.21e+08 -8.73e-08 -2.79e-20 -6.57e-08  0.00e+00  0.00e+00  0.00e+00  8.64e-09  1.04e-19  9.03e-08  2.59e-09  9.48e-08  1.00e+00  6.26e+05 
3.37e+15 2.58e+15   66   17      0        0  1.16e+08  0.00e+00  1.00e+08  1.97e-07 -1.69e-19 -1.58e-07  0.00e+00  0.00e+00  0.00e+00  9.55e-09 -1.30e-19  1.36e-07  2.12e-07  2.47e-07  1.00e+00  6.26e+05 
3.50e+15 2.40e+15   66   18      0        0  1.92e+08  0.00e+00  7.78e+07  3.46e-07 -2.38e-19 -1.08e-07  0.00e+00  0.00e+00  0.00e+00 -1.37e-08 -1.30e-19  1.19e-07  1.83e-07  3.61e-07  1.00e+00  6.26e+05 
3.62e+15 2.22e+15   66   19      0        2  2.41e+08  0.00e+00  5.56e+07  2.63e-07  2.96e-19  9.68e-08  0.00e+00  0.00e+00  0.00e+00 -4.48e-08  5.59e-20  9.49e-08  1.07e-07  2.67e-07  1.00e+00  6.26e+05 
3.73e+15 2.03e+15   66   20      0        2  2.18e+08  0.00e+00  3.32e+07  1.69e-07 -5.36e-19  2.51e-07  0.00e+00  0.00e+00  0.00e+00 -5.36e-08 -4.49e-20  7.48e-08  8.95e-08  2.32e-07  1.00e+00  6.26e+05 
3.83e+15 1.83e+15   66   21      0        1  1.84e+08  0.00e+00  1.64e+07  1.07e-07 -3.24e-19  2.51e-07  0.00e+00  0.00e+00  0.00e+00 -5.62e-08 -3.27e-20  4.15e-08  2.71e-08  1.77e-07  1.00e+00  6.26e+05 
3.92e+15 1.62e+15   66   22      0        1  1.43e+08  0.00e+00  6.37e+06  2.60e-08  7.47e-20  1.74e-07  0.00e+00  0.00e+00  0.00e+00 -4.71e-08  2.87e-21  2.19e-08  3.54e-08  8.74e-08  1.00e+00  6.26e+05 
4.00e+15 1.42e+15   66   23      0        1  1.20e+08  0.00e+00 -4.03e+05 -1.88e-08 -2.84e-20  7.99e-08  0.00e+00  0.00e+00  0.00e+00 -2.84e-08  5.47e-23  1.06e-08  3.26e-08  3.38e-08  1.00e+00  6.26e+05 
4.07e+15 1.21e+15   66   24      0        2  1.09e+08  0.00e+00 -2.25e+06 -2.36e-08  2.05e-19  4.27e-08  0.00e+00  0.00e+00  0.00e+00 -1.54e-08 -5.65e-21  3.31e-09  2.68e-08  2.93e-08  1.00e+00  6.26e+05 
4.13e+15 9.91e+14   66   25      0        2  9.95e+07  0.00e+00 -3.79e+06 -3.37e-08 -7.36e-20  2.75e-08  0.00e+00  0.00e+00  0.00e+00 -9.05e-10  6.17e-22  5.80e-09  2.60e-08  3.78e-08  1.00e+00  6.26e+05 
4.17e+15 7.74e+14   66   26      0        1  9.34e+07  0.00e+00 -4.75e+06 -4.08e-08 -2.30e-20  1.57e-08  0.00e+00  0.00e+00  0.00e+00  1.57e-08  4.15e-21  4.91e-09  2.14e-08  4.56e-08  1.00e+00  6.26e+05 
4.21e+15 5.54e+14   66   27      0        2  8.93e+07  0.00e+00 -4.45e+06 -2.69e-08  1.58e-19  1.46e-08  0.00e+00  0.00e+00  0.00e+00  1.82e-08 -5.17e-21 -5.29e-10  1.11e-08  3.48e-08  1.00e+00  6.26e+05 
4.23e+15 3.33e+14   66   28      0        2  8.54e+07  0.00e+00 -3.31e+06 -3.02e-08  7.09e-21  2.13e-09  0.00e+00  0.00e+00  0.00e+00  1.75e-08  2.59e-21 -1.98e-09  3.60e-09  3.33e-08  1.00e+00  6.26e+05 
4.24e+15 1.11e+14   66   29      0        0  8.70e+07  0.00e+00 -2.82e+06 -3.24e-08 -1.05e-20 -1.39e-09  0.00e+00  0.00e+00  0.00e+00  1.30e-08 -2.46e-21 -3.19e-09  1.30e-09  3.35e-08  1.00e+00  6.26e+05 
4.24e+15 2.60e-01   66   30     -2        0  8.53e+07  0.00e+00 -1.65e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
4.24e+15 2.60e-01   66   31     -2        0  8.53e+07  0.00e+00 -1.65e+06  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
1.19e+14 4.55e+15   67    0     -2        0 -3.12e+08  0.00e+00  1.19e+10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
3.57e+14 4.54e+15   67    1     -2        0  3.09e+08  0.00e+00  5.91e+09  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00 
5.95e+14 4.52e+15   67    2      0        0 -2.91e+08  0.00e+00  4.04e+09  9.96e-08 -2.10e-19  7.54e-07  0.00e+00  0.00e+00  0.00e+00 -4.27e-06  7.43e-18 -4.73e-06 -3.37e-06  5.30e-06  1.01e+00  6.26e+05 
8.30e+14 4.48e+15   67    3      0        1  3.16e+08  0.00e+00  4.22e+09  2.15e-06 -1.08e-20 -7.44e-07  0.00e+00  0.00e+00  0.00e+00 -2.91e-06  8.65e-20 -8.49e-06 -5.22e-06  8.80e-06  1.01e+00  6.26e+05 
1.06e+15 4.43e+15   67    4      0        2  7.30e+08  0.00e+00  3.35e+09  1.70e-06  1.40e-19 -1.80e-06  0.00e+00  0.00e+00  0.00e+00 -5.29e-06 -1.33e-18 -5.97e-06 -1.28e-06  7.36e-06  1.01e+00  6.26e+05 
1.29e+15 4.37e+15   67    5      0        2  1.25e+09  0.00e+00  2.43e+09  8.47e-07  1.71e-18 -9.65e-07  0.00e+00  0.00e+00  0.00e+00 -5.92e-06  6.37e-18 -1.85e-06  2.44e-06  4.19e-06  1.00e+00  6.26e+05 
