        r    i inwind converge       v_x       v_y       v_z       vol       rho        ne       t_e   t_e_old      dt_e  dt_e_old       t_r   t_r_old         w  heat_tot heat_tot_old  cool_tot      ntot        ip    nioniz      gain macro_bf_in macro_bf_out 
1.033e+13   22      0        0  8.24e+09  0.00e+00  0.00e+00  7.53e+38  4.69e-12  2.40e+12  3.40e+05  3.40e+05  6.64e+01  8.44e+02  3.06e+05  3.06e+05  1.53e+00  8.55e+41  8.55e+41  8.55e+41  9.97e+06  4.85e+05  8.80e+06  8.00e-01  0.00e+00  0.00e+00 
1.084e+13   23      0        0  8.26e+09  0.00e+00  0.00e+00  8.71e+38  4.56e-12  2.34e+12  3.30e+05  3.31e+05  2.07e+02  6.49e+02  2.92e+05  2.92e+05  1.61e+00  8.13e+41  8.13e+41  8.13e+41  1.01e+07  4.50e+05  8.82e+06  8.00e-01  0.00e+00  0.00e+00 
1.138e+13   24      0        0  8.24e+09  0.00e+00  0.00e+00  1.01e+39  4.41e-12  2.26e+12  3.21e+05  3.21e+05  1.33e+02  2.45e+02  2.79e+05  2.79e+05  1.70e+00  7.73e+41  7.73e+41  7.73e+41  1.03e+07  4.21e+05  8.86e+06  3.77e-01  0.00e+00  0.00e+00 
1.195e+13   25      0        0  8.20e+09  0.00e+00  0.00e+00  1.16e+39  4.29e-12  2.20e+12  3.13e+05  3.13e+05  6.13e+01  2.47e+02  2.66e+05  2.66e+05  1.79e+00  7.46e+41  7.46e+41  7.46e+41  1.05e+07  3.92e+05  8.92e+06  3.77e-01  0.00e+00  0.00e+00 
1.254e+13   26      0        0  8.13e+09  0.00e+00  0.00e+00  1.35e+39  4.16e-12  2.13e+12  3.06e+05  3.06e+05  6.65e+01  4.72e+02  2.55e+05  2.55e+05  1.88e+00  7.22e+41  7.22e+41  7.22e+41  1.07e+07  3.68e+05  9.00e+06  3.77e-01  0.00e+00  0.00e+00 
1.317e+13   27      0        0  8.01e+09  0.00e+00  0.00e+00  1.55e+39  4.06e-12  2.08e+12  3.00e+05  3.00e+05 -6.55e+01  4.88e+02  2.44e+05  2.44e+05  1.97e+00  7.07e+41  7.07e+41  7.07e+41  1.10e+07  3.44e+05  9.11e+06  2.40e-01  0.00e+00  0.00e+00 
1.382e+13   28      0        0  7.87e+09  0.00e+00  0.00e+00  1.80e+39  3.93e-12  2.01e+12  2.95e+05  2.95e+05 -2.56e+01  6.39e+02  2.34e+05  2.35e+05  2.06e+00  6.91e+41  6.91e+41  6.91e+41  1.13e+07  3.24e+05  9.24e+06  3.77e-01  0.00e+00  0.00e+00 
1.451e+13   29      0        0  7.70e+09  0.00e+00  0.00e+00  2.07e+39  3.82e-12  1.96e+12  2.90e+05  2.90e+05 -3.74e+01  5.51e+02  2.25e+05  2.25e+05  2.16e+00  6.83e+41  6.83e+41  6.83e+41  1.17e+07  3.06e+05  9.40e+06  2.40e-01  0.00e+00  0.00e+00 
1.523e+13   30      0        0  7.51e+09  0.00e+00  0.00e+00  2.40e+39  3.70e-12  1.89e+12  2.85e+05  2.85e+05  1.09e+01  7.40e+02  2.17e+05  2.17e+05  2.26e+00  6.76e+41  6.76e+41  6.76e+41  1.20e+07  2.90e+05  9.57e+06  5.92e-01  0.00e+00  0.00e+00 
1.599e+13   31      0        0  7.29e+09  0.00e+00  0.00e+00  2.77e+39  3.58e-12  1.83e+12  2.81e+05  2.81e+05  1.93e+02  5.97e+02  2.09e+05  2.09e+05  2.35e+00  6.71e+41  6.71e+41  6.71e+41  1.24e+07  2.75e+05  9.77e+06  5.92e-01  0.00e+00  0.00e+00 
1.678e+13   32      0        0  7.06e+09  0.00e+00  0.00e+00  3.19e+39  3.45e-12  1.77e+12  2.77e+05  2.77e+05  2.07e+02  5.93e+02  2.02e+05  2.02e+05  2.44e+00  6.67e+41  6.67e+41  6.67e+41  1.29e+07  2.63e+05  9.99e+06  5.92e-01  0.00e+00  0.00e+00 
1.762e+13   33      0        0  6.81e+09  0.00e+00  0.00e+00  3.69e+39  3.34e-12  1.71e+12  2.73e+05  2.73e+05  1.18e+02  5.36e+02  1.95e+05  1.95e+05  2.53e+00  6.67e+41  6.67e+41  6.67e+41  1.34e+07  2.51e+05  1.02e+07  5.92e-01  0.00e+00  0.00e+00 
1.850e+13   34      0        0  6.55e+09  0.00e+00  0.00e+00  4.25e+39  3.22e-12  1.65e+12  2.70e+05  2.70e+05 -2.51e+02  7.02e+02  1.89e+05  1.89e+05  2.61e+00  6.68e+41  6.68e+41  6.68e+41  1.39e+07  2.41e+05  1.05e+07  5.60e-01  0.00e+00  0.00e+00 
1.942e+13   35      0        0  6.28e+09  0.00e+00  0.00e+00  4.91e+39  3.10e-12  1.59e+12  2.66e+05  2.66e+05 -6.07e+02  9.13e+02  1.84e+05  1.84e+05  2.69e+00  6.72e+41  6.72e+41  6.71e+41  1.45e+07  2.32e+05  1.08e+07  5.60e-01  0.00e+00  0.00e+00 
2.038e+13   36      0        0  6.00e+09  0.00e+00  0.00e+00  5.67e+39  3.00e-12  1.53e+12  2.63e+05  2.63e+05 -5.69e+02  8.70e+02  1.79e+05  1.79e+05  2.75e+00  6.79e+41  6.79e+41  6.78e+41  1.51e+07  2.23e+05  1.11e+07  5.60e-01  0.00e+00  0.00e+00 
2.140e+13   37      0        0  5.71e+09  0.00e+00  0.00e+00  6.55e+39  2.89e-12  1.48e+12  2.59e+05  2.59e+05 -4.25e+02  8.32e+02  1.74e+05  1.74e+05  2.80e+00  6.85e+41  6.85e+41  6.84e+41  1.57e+07  2.15e+05  1.15e+07  4.31e-01  0.00e+00  0.00e+00 
2.246e+13   38      0        0  5.45e+09  0.00e+00  0.00e+00  7.56e+39  2.79e-12  1.43e+12  2.56e+05  2.55e+05 -3.85e+02  9.73e+02  1.70e+05  1.69e+05  2.85e+00  6.94e+41  6.94e+41  6.94e+41  1.63e+07  2.06e+05  1.18e+07  5.60e-01  0.00e+00  0.00e+00 
2.358e+13   39      0        0  5.16e+09  0.00e+00  0.00e+00  8.73e+39  2.69e-12  1.38e+12  2.52e+05  2.52e+05 -3.52e+02  7.57e+02  1.66e+05  1.66e+05  2.88e+00  7.00e+41  7.00e+41  7.00e+41  1.70e+07  1.99e+05  1.21e+07  5.60e-01  0.00e+00  0.00e+00 
2.475e+13   40      0        0  4.86e+09  0.00e+00  0.00e+00  1.01e+40  2.60e-12  1.33e+12  2.48e+05  2.48e+05 -1.72e+02  5.25e+02  1.62e+05  1.62e+05  2.90e+00  7.09e+41  7.09e+41  7.09e+41  1.76e+07  1.90e+05  1.25e+07  4.15e-01  0.00e+00  0.00e+00 
2.598e+13   41      0        0  4.60e+09  0.00e+00  0.00e+00  1.17e+40  2.51e-12  1.28e+12  2.44e+05  2.44e+05 -3.00e+02  5.86e+02  1.58e+05  1.58e+05  2.90e+00  7.14e+41  7.14e+41  7.14e+41  1.82e+07  1.83e+05  1.28e+07  4.15e-01  0.00e+00  0.00e+00 
2.728e+13   42      0        0  4.34e+09  0.00e+00  0.00e+00  1.35e+40  2.42e-12  1.24e+12  2.40e+05  2.40e+05 -2.31e+02  4.91e+02  1.55e+05  1.55e+05  2.89e+00  7.18e+41  7.18e+41  7.18e+41  1.88e+07  1.75e+05  1.31e+07  4.15e-01  0.00e+00  0.00e+00 
2.863e+13   43      0        0  4.07e+09  0.00e+00  0.00e+00  1.56e+40  2.33e-12  1.19e+12  2.36e+05  2.36e+05 -1.02e+02  3.12e+02  1.52e+05  1.52e+05  2.86e+00  7.20e+41  7.20e+41  7.19e+41  1.93e+07  1.66e+05  1.33e+07  4.15e-01  0.00e+00  0.00e+00 
3.006e+13   44      0        0  3.83e+09  0.00e+00  0.00e+00  1.80e+40  2.23e-12  1.14e+12  2.31e+05  2.31e+05 -8.35e+01  3.91e+02  1.49e+05  1.49e+05  2.82e+00  7.12e+41  7.12e+41  7.12e+41  1.98e+07  1.59e+05  1.35e+07  4.15e-01  0.00e+00  0.00e+00 
3.155e+13   45      0        0  3.59e+09  0.00e+00  0.00e+00  2.08e+40  2.14e-12  1.10e+12  2.27e+05  2.27e+05  4.42e+01  3.50e+02  1.46e+05  1.46e+05  2.77e+00  7.03e+41  7.03e+41  7.03e+41  2.02e+07  1.51e+05  1.36e+07  6.52e-01  0.00e+00  0.00e+00 
3.312e+13   46      0        0  3.38e+09  0.00e+00  0.00e+00  2.40e+40  2.04e-12  1.05e+12  2.22e+05  2.22e+05  1.16e+02  1.37e+02  1.43e+05  1.43e+05  2.70e+00  6.85e+41  6.85e+41  6.84e+41  2.05e+07  1.43e+05  1.36e+07  6.52e-01  0.00e+00  0.00e+00 
3.477e+13   47      0        0  3.19e+09  0.00e+00  0.00e+00  2.78e+40  1.95e-12  9.96e+11  2.17e+05  2.17e+05 -6.73e+01  3.36e+02  1.39e+05  1.40e+05  2.63e+00  6.62e+41  6.62e+41  6.62e+41  2.06e+07  1.35e+05  1.36e+07  3.92e-01  0.00e+00  0.00e+00 
3.650e+13   48      0        0  3.01e+09  0.00e+00  0.00e+00  3.21e+40  1.84e-12  9.43e+11  2.12e+05  2.12e+05  9.92e+01 -3.11e+01  1.37e+05  1.37e+05  2.54e+00  6.33e+41  6.33e+41  6.32e+41  2.07e+07  1.28e+05  1.35e+07  4.31e-01  0.00e+00  0.00e+00 
3.832e+13   49      0        0  2.84e+09  0.00e+00  0.00e+00  3.71e+40  1.73e-12  8.88e+11  2.07e+05  2.06e+05  4.28e+01 -2.17e+02  1.34e+05  1.34e+05  2.44e+00  5.99e+41  5.99e+41  5.98e+41  2.07e+07  1.20e+05  1.33e+07  2.64e-01  0.00e+00  0.00e+00 
4.022e+13   50      0        0  2.70e+09  0.00e+00  0.00e+00  4.29e+40  1.62e-12  8.30e+11  2.01e+05  2.01e+05 -8.25e+01  1.43e+02  1.31e+05  1.31e+05  2.34e+00  5.59e+41  5.59e+41  5.59e+41  2.06e+07  1.14e+05  1.31e+07  4.31e-01  0.00e+00  0.00e+00 
4.222e+13   51      0        0  2.60e+09  0.00e+00  0.00e+00  4.96e+40  1.51e-12  7.73e+11  1.96e+05  1.96e+05  7.84e+01  9.65e+01  1.28e+05  1.28e+05  2.25e+00  5.17e+41  5.17e+41  5.17e+41  2.05e+07  1.08e+05  1.28e+07  6.78e-01  0.00e+00  0.00e+00 
4.432e+13   52      0        0  2.50e+09  0.00e+00  0.00e+00  5.74e+40  1.40e-12  7.19e+11  1.91e+05  1.91e+05  3.74e+01 -5.15e+01  1.25e+05  1.25e+05  2.15e+00  4.76e+41  4.76e+41  4.76e+41  2.02e+07  1.02e+05  1.24e+07  2.64e-01  0.00e+00  0.00e+00 
4.653e+13   53      0        0  2.41e+09  0.00e+00  0.00e+00  6.64e+40  1.30e-12  6.64e+11  1.85e+05  1.85e+05  6.74e+00  5.33e+00  1.22e+05  1.22e+05  2.05e+00  4.34e+41  4.34e+41  4.34e+41  1.99e+07  9.61e+04  1.20e+07  6.52e-01  0.00e+00  0.00e+00 
4.884e+13   54      0        0  2.35e+09  0.00e+00  0.00e+00  7.68e+40  1.20e-12  6.12e+11  1.80e+05  1.80e+05  6.48e+01  1.39e+01  1.19e+05  1.19e+05  1.96e+00  3.95e+41  3.95e+41  3.95e+41  1.96e+07  9.08e+04  1.16e+07  4.15e-01  0.00e+00  0.00e+00 
5.127e+13   55      0        0  2.30e+09  0.00e+00  0.00e+00  8.88e+40  1.11e-12  5.66e+11  1.75e+05  1.75e+05  4.26e+01 -4.04e+01  1.16e+05  1.16e+05  1.87e+00  3.60e+41  3.60e+41  3.60e+41  1.93e+07  8.55e+04  1.13e+07  2.64e-01  0.00e+00  0.00e+00 
5.382e+13   56      0        0  2.24e+09  0.00e+00  0.00e+00  1.03e+41  1.02e-12  5.22e+11  1.70e+05  1.70e+05 -1.34e+02  1.52e+01  1.14e+05  1.14e+05  1.77e+00  3.27e+41  3.27e+41  3.27e+41  1.90e+07  8.05e+04  1.09e+07  6.52e-01  0.00e+00  0.00e+00 
5.650e+13   57      0        0  2.21e+09  0.00e+00  0.00e+00  1.19e+41  9.43e-13  4.83e+11  1.65e+05  1.65e+05 -2.07e+02  5.19e+01  1.11e+05  1.11e+05  1.69e+00  2.98e+41  2.98e+41  2.98e+41  1.86e+07  7.56e+04  1.05e+07  6.52e-01  0.00e+00  0.00e+00 
5.931e+13   58      0        0  2.18e+09  0.00e+00  0.00e+00  1.37e+41  8.72e-13  4.46e+11  1.60e+05  1.60e+05 -1.02e+02 -3.08e+02  1.09e+05  1.09e+05  1.60e+00  2.72e+41  2.72e+41  2.71e+41  1.82e+07  7.08e+04  1.00e+07  4.15e-01  0.00e+00  0.00e+00 
6.226e+13   59      0        0  2.17e+09  0.00e+00  0.00e+00  1.59e+41  8.05e-13  4.12e+11  1.55e+05  1.55e+05 -7.48e+01 -2.44e+02  1.06e+05  1.06e+05  1.52e+00  2.47e+41  2.47e+41  2.47e+41  1.78e+07  6.63e+04  9.64e+06  2.64e-01  0.00e+00  0.00e+00 
6.536e+13   60      0        0  2.15e+09  0.00e+00  0.00e+00  1.84e+41  7.44e-13  3.81e+11  1.50e+05  1.50e+05 -6.19e+01 -3.06e+02  1.04e+05  1.04e+05  1.44e+00  2.25e+41  2.25e+41  2.25e+41  1.74e+07  6.19e+04  9.25e+06  2.64e-01  0.00e+00  0.00e+00 
6.861e+13   61      0        0  2.15e+09  0.00e+00  0.00e+00  2.13e+41  6.85e-13  3.51e+11  1.46e+05  1.45e+05 -7.33e+01 -3.56e+02  1.01e+05  1.01e+05  1.36e+00  2.04e+41  2.04e+41  2.04e+41  1.70e+07  5.81e+04  8.86e+06  4.15e-01  0.00e+00  0.00e+00 
7.203e+13   62      0        0  2.15e+09  0.00e+00  0.00e+00  2.46e+41  6.31e-13  3.23e+11  1.41e+05  1.41e+05 -1.30e+02 -3.38e+02  9.91e+04  9.90e+04  1.28e+00  1.86e+41  1.86e+41  1.86e+41  1.67e+07  5.44e+04  8.49e+06  4.15e-01  0.00e+00  0.00e+00 
7.561e+13   63      0        0  2.16e+09  0.00e+00  0.00e+00  2.85e+41  5.82e-13  2.98e+11  1.37e+05  1.37e+05 -6.78e+01  7.12e+01  9.69e+04  9.69e+04  1.21e+00  1.70e+41  1.70e+41  1.70e+41  1.63e+07  5.09e+04  8.14e+06  4.15e-01  0.00e+00  0.00e+00 
7.937e+13   64      0        0  2.17e+09  0.00e+00  0.00e+00  3.29e+41  5.37e-13  2.75e+11  1.33e+05  1.32e+05  7.29e+01 -3.70e+02  9.47e+04  9.48e+04  1.14e+00  1.55e+41  1.55e+41  1.55e+41  1.59e+07  4.77e+04  7.80e+06  2.64e-01  0.00e+00  0.00e+00 
8.332e+13   65      0        0  2.18e+09  0.00e+00  0.00e+00  3.81e+41  4.94e-13  2.53e+11  1.29e+05  1.28e+05  6.64e+01 -5.43e+02  9.26e+04  9.26e+04  1.08e+00  1.42e+41  1.42e+41  1.41e+41  1.56e+07  4.46e+04  7.46e+06  2.64e-01  0.00e+00  0.00e+00 
8.746e+13   66      0        0  2.19e+09  0.00e+00  0.00e+00  4.41e+41  4.54e-13  2.33e+11  1.24e+05  1.24e+05  8.67e-01 -9.40e+01  9.07e+04  9.07e+04  1.02e+00  1.29e+41  1.29e+41  1.29e+41  1.52e+07  4.19e+04  7.14e+06  1.68e-01  0.00e+00  0.00e+00 
9.181e+13   67      0        0  2.21e+09  0.00e+00  0.00e+00  5.10e+41  4.20e-13  2.15e+11  1.21e+05  1.21e+05 -4.75e+01 -1.62e+02  8.88e+04  8.88e+04  9.58e-01  1.19e+41  1.19e+41  1.19e+41  1.49e+07  3.92e+04  6.85e+06  2.64e-01  0.00e+00  0.00e+00 
9.638e+13   68      0        0  2.22e+09  0.00e+00  0.00e+00  5.90e+41  3.87e-13  1.98e+11  1.17e+05  1.17e+05  4.07e+02 -1.55e+03  8.69e+04  8.70e+04  9.05e-01  1.10e+41  1.10e+41  1.10e+41  1.46e+07  3.68e+04  6.58e+06  2.64e-01  0.00e+00  0.00e+00 
1.012e+14   69      0        0  2.24e+09  0.00e+00  0.00e+00  6.82e+41  3.57e-13  1.83e+11  1.13e+05  1.13e+05  2.37e+00 -9.80e+02  8.52e+04  8.52e+04  8.51e-01  1.02e+41  1.02e+41  1.02e+41  1.43e+07  3.45e+04  6.32e+06  1.68e-01  0.00e+00  0.00e+00 
1.062e+14   70      0        0  2.26e+09  0.00e+00  0.00e+00  7.89e+41  3.30e-13  1.69e+11  1.10e+05  1.10e+05 -1.83e+02 -1.62e+03  8.35e+04  8.35e+04  8.01e-01  9.48e+40  9.48e+40  9.46e+40  1.40e+07  3.24e+04  6.07e+06  2.64e-01  0.00e+00  0.00e+00 
1.115e+14   71      0        0  2.26e+09  0.00e+00  0.00e+00  9.13e+41  3.06e-13  1.57e+11  1.06e+05  1.06e+05  2.50e+01 -1.38e+03  8.19e+04  8.19e+04  7.53e-01  8.83e+40  8.83e+40  8.82e+40  1.38e+07  3.03e+04  5.84e+06  1.68e-01  0.00e+00  0.00e+00 
1.170e+14   72      0        0  2.29e+09  0.00e+00  0.00e+00  1.06e+42  2.83e-13  1.45e+11  1.03e+05  1.03e+05 -1.44e+01 -1.43e+03  8.03e+04  8.03e+04  7.10e-01  8.27e+40  8.27e+40  8.26e+40  1.35e+07  2.84e+04  5.62e+06  2.64e-01  0.00e+00  0.00e+00 
1.229e+14   73      0        0  2.30e+09  0.00e+00  0.00e+00  1.22e+42  2.61e-13  1.34e+11  1.00e+05  1.00e+05  1.53e+03 -3.49e+03  7.88e+04  7.89e+04  6.67e-01  7.75e+40  7.75e+40  7.75e+40  1.33e+07  2.67e+04  5.41e+06  2.64e-01  0.00e+00  0.00e+00 
1.290e+14   74      0        0  2.30e+09  0.00e+00  0.00e+00  1.41e+42  2.43e-13  1.24e+11  9.66e+04  9.70e+04  2.08e+03 -3.46e+03  7.73e+04  7.74e+04  6.26e-01  7.27e+40  7.27e+40  7.29e+40  1.31e+07  2.50e+04  5.22e+06  2.64e-01  0.00e+00  0.00e+00 
1.354e+14   75      0        0  2.32e+09  0.00e+00  0.00e+00  1.64e+42  2.25e-13  1.15e+11  9.40e+04  9.41e+04  5.69e+02 -1.16e+03  7.59e+04  7.60e+04  5.89e-01  6.90e+40  6.90e+40  6.90e+40  1.28e+07  2.35e+04  5.03e+06  1.68e-01  0.00e+00  0.00e+00 
1.421e+14   76      0        0  2.32e+09  0.00e+00  0.00e+00  1.89e+42  2.06e-13  1.06e+11  9.11e+04  9.16e+04  1.10e+03 -6.99e+02  7.46e+04  7.47e+04  5.53e-01  6.40e+40  6.40e+40  6.44e+40  1.26e+07  2.23e+04  4.85e+06  4.15e-01  0.00e+00  0.00e+00 
1.492e+14   77      0        0  2.32e+09  0.00e+00  0.00e+00  2.19e+42  1.90e-13  9.71e+10  8.70e+04  8.99e+04  3.15e+03 -3.25e+03  7.33e+04  7.35e+04  5.19e-01  5.95e+40  5.95e+40  5.98e+40  1.24e+07  2.12e+04  4.70e+06  5.60e-01  0.00e+00  0.00e+00 
1.566e+14   78      0        0  2.32e+09  0.00e+00  0.00e+00  2.53e+42  1.75e-13  8.96e+10  8.55e+04  8.67e+04  1.74e+03 -7.09e+02  7.21e+04  7.24e+04  4.87e-01  5.66e+40  5.66e+40  5.71e+40  1.23e+07  2.01e+04  4.55e+06  5.92e-01  0.00e+00  0.00e+00 
1.644e+14   79      0        0  2.30e+09  0.00e+00  0.00e+00  2.93e+42  1.62e-13  8.31e+10  8.31e+04  8.40e+04  1.11e+03  8.61e+02  7.10e+04  7.12e+04  4.57e-01  5.39e+40  5.39e+40  5.46e+40  1.21e+07  1.90e+04  4.42e+06  3.77e-01  0.00e+00  0.00e+00 
1.726e+14   80      0        0  2.30e+09  0.00e+00  0.00e+00  3.39e+42  1.50e-13  7.69e+10  8.07e+04  8.15e+04  2.88e+02  2.76e+03  7.00e+04  7.01e+04  4.28e-01  5.15e+40  5.15e+40  5.21e+40  1.20e+07  1.80e+04  4.30e+06  3.77e-01  0.00e+00  0.00e+00 
