      r      theta      rho   t_gas   t_rad          v_r      v_theta
35.6528    2.06608 -11.4716 7.10836 5.41897      0.06743    0.0108389
35.6528    2.10893 -11.5243 7.27271 5.40799    0.0901853    0.0108665
35.6528    2.15256 -11.5817  7.4303 5.39767     0.122321    0.0103451
35.6528    2.19706 -11.6362 7.54051 5.38783     0.162805   0.00949125
35.6528    2.24251  -11.684 7.66423 5.37919     0.212209   0.00813933
35.6528    2.28899  -11.732 7.74822 5.37214     0.266641   0.00626581
35.6528    2.33658 -11.7849 7.84477 5.36731     0.324385   0.00321747
35.6528    2.38539 -11.8491 7.92929 5.36482     0.383172  -0.00087356
35.6528     2.4355 -11.9225 8.03607 5.36645     0.439581  -0.00557444
35.6528    2.48701 -12.0152 8.13548 5.37067      0.48855  -0.00990714
35.6528    2.54003 -12.1341 8.26171 5.37767     0.524531   -0.0135723
35.6528    2.59467 -12.2831 8.40295 5.38331     0.546613   -0.0156819
35.6528    2.65104  -12.502 8.61174 5.38899     0.554964   -0.0167659
35.6528    2.70925 -12.8391 8.93145 5.39313     0.547441   -0.0163282
35.6528    2.76943 -13.1563 9.22384  5.4007     0.520357   -0.0142997
35.6528    2.83171 -13.3266  9.3664 5.40573     0.471184   -0.0112978
35.6528    2.89622 -13.3732 9.39444 5.40661     0.399892  -0.00803267
35.6528    2.96309 -13.3427 9.46236 5.40635     0.321765   -0.0118017
35.6528    3.03248   -13.29 9.53818 5.40925     0.250228   -0.0106637
35.6528    3.10452 -13.2629 9.61299 5.39977     0.188575    0.0665958
38.0979  0.0353224 -13.2898 9.62408 5.38267     0.189826   -0.0616876
38.0979   0.104131 -13.3165 9.54566 5.39421     0.255611   0.00898629
38.0979   0.170607  -13.367 9.45737 5.39363     0.328358    0.0128432
38.0979   0.234888 -13.4015 9.37906 5.39421     0.403997   0.00868529
38.0979   0.297103 -13.3493 9.27158 5.39309     0.468191    0.0124045
38.0979   0.357378 -13.1606 9.12999 5.39323     0.517419     0.016585
38.0979   0.415833 -12.8588  8.8698 5.38718     0.545593    0.0195134
38.0979   0.472586 -12.5505 8.56528 5.38023     0.552705     0.020183
38.0979   0.527746 -12.3518 8.36857 5.37183     0.547081    0.0191454
38.0979   0.581421 -12.2112 8.26104 5.36565     0.525819    0.0168655
38.0979   0.633711 -12.0978 8.16134 5.36022     0.488656    0.0133586
38.0979   0.684716 -12.0172 8.05664 5.35485       0.4426   0.00942521
38.0979   0.734529 -11.9614 7.99046 5.35462     0.391938   0.00468385
38.0979   0.783237  -11.907  7.9274 5.35768      0.33511  9.36583e-05
38.0979   0.830926 -11.8522 7.85132 5.36285     0.275004  -0.00379777
38.0979   0.877678 -11.7939 7.73686 5.36923     0.218203  -0.00650102
38.0979   0.923568 -11.7266 7.59331 5.37652     0.168732  -0.00852678
38.0979    0.96867 -11.6575 7.45296  5.3853     0.128801   -0.0103238
38.0979    1.01305 -11.5928 7.27837 5.39423    0.0984952   -0.0119245
38.0979    1.05679 -11.5314 7.12562 5.40453    0.0783006   -0.0130245
38.0979    1.09993  -11.472 6.98374 5.41489    0.0638561   -0.0132551
38.0979    1.14254 -11.4124 6.84027 5.42533    0.0518393   -0.0127945
38.0979    1.18468 -11.3438 6.66783 5.43582    0.0402263   -0.0119474
38.0979     1.2264 -11.2646 6.53948 5.44745    0.0286595   -0.0105223
38.0979    1.26775 -11.1867 6.38512 5.45982     0.016934  -0.00893561
38.0979    1.30878 -11.1058 6.23626 5.47334   0.00586005  -0.00660235
38.0979    1.34954 -11.0203 6.11754 5.48785  -0.00498817  -0.00442008
38.0979    1.39007 -10.9046 6.00685 5.50594   -0.0168461  -0.00109795
38.0979    1.43042  -10.753 5.91564 5.52706   -0.0266983   0.00185693
38.0979    1.47063 -10.5757 5.82622 5.55525   -0.0311257    0.0044122
38.0979    1.51074 -10.4198 5.84783 5.58092   -0.0320207   0.00440165
38.0979    1.55078 -10.2822 5.85527 5.60291   -0.0316388   0.00232591
38.0979    1.59081  -10.287 5.82646 5.60027    -0.031604  -0.00343113
38.0979    1.63086 -10.4141 5.80735 5.57555   -0.0313067  -0.00379832
38.0979    1.67096 -10.5777  5.8525 5.55024   -0.0265044  -0.00367083
38.0979    1.71117 -10.7622 5.90272 5.52208   -0.0182715  -0.00143673
38.0979    1.75152    -10.9  5.9998 5.50261    -0.010153  0.000117452
38.0979    1.79205 -11.0145 6.11792 5.48377  -0.00200699   0.00264512
38.0979    1.83281 -11.1109  6.2436 5.46936    0.0061948   0.00445451
38.0979    1.87384 -11.2003 6.39146 5.45559    0.0147349   0.00646633
38.0979    1.91519 -11.2767 6.55735 5.44401    0.0237845   0.00790631
38.0979    1.95691 -11.3497 6.70296 5.43211    0.0324367   0.00907729
38.0979    1.99905 -11.4147 6.83569 5.42092    0.0418561   0.00996067
38.0979    2.04166 -11.4732  6.9873 5.40972    0.0536613    0.0105148
38.0979    2.08481 -11.5255 7.11153 5.39874     0.069548    0.0104648
38.0979    2.12854 -11.5777 7.28281 5.38815    0.0922887   0.00998793
38.0979    2.17292 -11.6341 7.42967 5.37793     0.124806   0.00884663
38.0979    2.21802 -11.6891 7.56446 5.36882     0.166134   0.00727546
38.0979    2.26392 -11.7356 7.68555 5.36136     0.216846    0.0051977
38.0979    2.31067 -11.7821 7.78315 5.35524     0.273555   0.00212416
38.0979    2.35836 -11.8332 7.86273 5.35073     0.333287  -0.00211851
38.0979    2.40706 -11.8952 7.93952 5.34845     0.394046  -0.00727215
38.0979    2.45688 -11.9681 8.02346 5.35059     0.451185   -0.0128764
38.0979    2.50788 -12.0608 8.10166 5.35503     0.498634    -0.017611
38.0979    2.56017 -12.1787 8.19121 5.36183     0.533412   -0.0213152
38.0979    2.61385 -12.3268 8.34512 5.37067     0.555039    -0.023188
38.0979    2.66901 -12.5437 8.56637  5.3796     0.563344   -0.0239947
38.0979    2.72576  -12.879  8.8861  5.3863     0.557602   -0.0229586
38.0979    2.78421 -13.1882 9.15952  5.3941     0.529513   -0.0196362
38.0979    2.84449 -13.3542 9.32054 5.39774     0.479833   -0.0153484
38.0979     2.9067  -13.397  9.4028 5.39878     0.410053   -0.0105757
38.0979    2.97099  -13.362  9.4611 5.39713     0.332916   -0.0149248
38.0979    3.03746 -13.3091 9.54272 5.39823     0.261303    -0.012697
38.0979    3.10627 -13.2819 9.61623 5.38681     0.199315    0.0622566
40.7117   0.033533 -13.3059 9.61412 5.37355     0.194542   -0.0588532
40.7117  0.0990189 -13.3314 9.55557 5.38501     0.265586   0.00993188
40.7117   0.162504 -13.3838 9.46546 5.38291     0.339293    0.0153582
40.7117   0.224113 -13.4258 9.39415  5.3851      0.41504    0.0112396
40.7117   0.283962 -13.3776 9.32244 5.38488     0.479722    0.0161842
40.7117   0.342166 -13.1892 9.10993 5.37856     0.526406    0.0213943
40.7117   0.398834 -12.8991 8.84475 5.37335     0.555063    0.0257984
40.7117    0.45407 -12.5953 8.56792 5.36747     0.563693    0.0269705
40.7117   0.507974 -12.3941 8.39121 5.36132     0.558712     0.026359
40.7117   0.560643 -12.2536 8.28138 5.35368     0.537469    0.0238403
40.7117   0.612166 -12.1406 8.18896 5.34667     0.500666    0.0200427
40.7117   0.662632 -12.0587 8.10485 5.34221       0.4545    0.0156517
40.7117   0.712123 -12.0047 8.05342  5.3413     0.403073    0.0100233
40.7117   0.760717 -11.9527    7.96 5.34138     0.344114   0.00438809
40.7117    0.80849 -11.9006  7.8697  5.3455     0.281632  -0.00038433
40.7117   0.855511 -11.8435 7.77091 5.35071     0.222915  -0.00397031
40.7117   0.901847 -11.7749 7.61742 5.35731     0.172755  -0.00673325
40.7117   0.947562 -11.7065 7.47204 5.36562     0.132073  -0.00925052
40.7117   0.992714 -11.6428 7.32239 5.37415     0.101585   -0.0111635
40.7117    1.03736 -11.5813 7.11965 5.38327    0.0805154   -0.0125043
40.7117    1.08155 -11.5229 6.97967 5.39332    0.0651319   -0.0128153
40.7117    1.12534  -11.466 6.85895 5.40378    0.0528265   -0.0124264
40.7117    1.16877 -11.3986 6.72555 5.41449    0.0413885   -0.0118698
40.7117    1.21188  -11.319 6.57528 5.42591    0.0298012   -0.0104673
40.7117    1.25472 -11.2403 6.41599 5.43814    0.0184843  -0.00890479
40.7117    1.29732 -11.1561   6.265 5.45212   0.00795876    -0.006537
40.7117    1.33972 -11.0706 6.11208 5.46683  -0.00283867   -0.0042812
40.7117    1.38195 -10.9525 6.02929  5.4855   -0.0153854 -0.000744925
40.7117    1.42405  -10.793 5.90429 5.50714   -0.0258149   0.00231387
40.7117    1.46605 -10.6055 5.79704 5.53694   -0.0296511   0.00473443
40.7117    1.50798 -10.4463 5.82437 5.56418   -0.0299558   0.00465113
40.7117    1.54986 -10.3057 5.84105 5.58764   -0.0293209   0.00267614
40.7117    1.59173 -10.3084 5.81269 5.58525   -0.0291703  -0.00321849
40.7117    1.63361 -10.4383 5.78129 5.55917   -0.0291337  -0.00353267
40.7117    1.67554 -10.6059 5.83886 5.53242   -0.0249582  -0.00338167
40.7117    1.71754 -10.8035 5.89038  5.5027    -0.016143 -0.000958638
40.7117    1.75964 -10.9472 5.98221  5.4828  -0.00819324  0.000826264
40.7117    1.80187 -11.0649 6.11096 5.46349 -0.000249682   0.00352931
40.7117    1.84427 -11.1611 6.26823 5.44895   0.00810725    0.0053457
40.7117    1.88688 -11.2521 6.44901  5.4349    0.0166792   0.00726267
40.7117    1.92971 -11.3305 6.56367 5.42301    0.0256142   0.00864219
40.7117    1.97283 -11.4025  6.7091  5.4113     0.034173   0.00983463
40.7117    2.01625 -11.4668 6.84998 5.40039    0.0437053    0.0104233
40.7117    2.06004 -11.5247 7.00568 5.38941    0.0555235    0.0106494
40.7117    2.10423 -11.5783  7.1514 5.37854    0.0718563     0.010235
40.7117    2.14888 -11.6312 7.32866 5.36842      0.09505   0.00917101
40.7117    2.19403 -11.6871 7.45494 5.35824     0.127875   0.00759368
40.7117    2.23975 -11.7426  7.5794 5.34908     0.169908    0.0054999
40.7117    2.28608 -11.7882 7.71422 5.34257      0.22145   0.00245632
40.7117     2.3331 -11.8327 7.80438 5.33718     0.280096  -0.00161135
40.7117    2.38088 -11.8834 7.89116 5.33375     0.341916  -0.00679458
40.7117    2.42947  -11.943 7.96828 5.33397     0.404463   -0.0129485
40.7117    2.47896  -12.014 8.05028 5.33734     0.463078   -0.0193467
40.7117    2.52943 -12.1052 8.14279 5.34091     0.511554   -0.0246333
40.7117    2.58095 -12.2224 8.24662 5.34869     0.545923   -0.0288069
40.7117    2.63362 -12.3705 8.36543 5.35483       0.5666    -0.031152
40.7117    2.68752 -12.5913 8.57542 5.36216     0.574238   -0.0320374
40.7117    2.74276 -12.9275 8.86307 5.36647     0.566549   -0.0303393
40.7117    2.79943  -13.226 9.11337 5.37238     0.536674   -0.0254586
40.7117    2.85763 -13.3862 9.27212 5.37747     0.485388   -0.0196699
40.7117    2.91748 -13.4222 9.35945 5.38492     0.416293   -0.0129472
40.7117    2.97909 -13.3802  9.4477 5.38489     0.339814   -0.0166059
40.7117    3.04257 -13.3247 9.55309 5.38872     0.271171   -0.0128534
40.7117    3.10806 -13.2983 9.61613 5.37704     0.209271    0.0598637
43.5058  0.0317157 -13.3176 9.61958  5.3654     0.205982   -0.0552655
43.5058  0.0938239 -13.3437 9.55315 5.37555      0.27594    0.0108083
43.5058   0.154264 -13.3987 9.46379 5.37391     0.349379     0.017502
43.5058   0.213147 -13.4485 9.40813 5.37668     0.424228    0.0139192
43.5058   0.270579 -13.4059 9.31797 5.37593     0.489409    0.0207351
43.5058   0.326663 -13.2212 9.16351 5.37365     0.537923     0.026629
43.5058   0.381497 -12.9458  8.8942 5.36799     0.565947     0.031658
43.5058   0.435174  -12.647  8.6315 5.36217     0.573485    0.0326301
43.5058   0.487784 -12.4423 8.42324 5.35349      0.56818    0.0320528
43.5058   0.539411 -12.2989 8.28509 5.34338     0.547534     0.029426
43.5058   0.590136 -12.1848 8.17724 5.33473     0.511078    0.0253146
43.5058   0.640037 -12.1005 8.09721  5.3274     0.464784    0.0205288
43.5058   0.689184 -12.0477 8.03581 5.32374     0.413357    0.0147792
43.5058   0.737648 -11.9985 7.99041 5.32504      0.35359   0.00837927
43.5058   0.785492 -11.9494 7.88719 5.32684     0.288696   0.00268607
43.5058   0.832777  -11.893 7.78636 5.33163     0.228147  -0.00159307
43.5058   0.879559 -11.8252 7.65009 5.33814     0.176173   -0.0050844
43.5058   0.925891 -11.7585 7.50779 5.34588     0.135284  -0.00803288
43.5058   0.971822 -11.6946 7.34861 5.35406     0.104316   -0.0102775
43.5058     1.0174 -11.6338 7.20677 5.36331    0.0828627   -0.0119908
43.5058    1.06266 -11.5779 7.04921 5.37248    0.0667933   -0.0127538
43.5058    1.10765 -11.5233 6.92043 5.38254    0.0544867   -0.0127835
43.5058    1.15239 -11.4562 6.76633   5.393    0.0428137   -0.0122391
43.5058    1.19694 -11.3771  6.6128 5.40406    0.0313106   -0.0109583
43.5058     1.2413 -11.2976 6.42345 5.41655    0.0198501  -0.00935137
43.5058    1.28551 -11.2135  6.2829 5.43066   0.00949427  -0.00697337
43.5058     1.3296 -11.1252 6.13568 5.44602   -0.0010835  -0.00446745
43.5058    1.37359 -11.0016 6.03301 5.46501   -0.0139154  -0.00071976
43.5058    1.41749 -10.8291 5.89394 5.48761   -0.0245179   0.00250646
43.5058    1.46134 -10.6302 5.76939 5.51934   -0.0277801   0.00476974
43.5058    1.50514 -10.4697 5.79627 5.54797   -0.0278525   0.00471762
43.5058    1.54891 -10.3257 5.81787 5.57288   -0.0270653   0.00294439
43.5058    1.59268 -10.3298 5.79015 5.57054   -0.0269102  -0.00304271
43.5058    1.63645 -10.4639 5.75824 5.54312   -0.0270655  -0.00315252
43.5058    1.68026 -10.6329 5.81592 5.51477   -0.0235241  -0.00306268
43.5058     1.7241 -10.8439 5.89336 5.48371   -0.0143048 -0.000370958
43.5058      1.768 -10.9959 5.99506 5.46328  -0.00619484   0.00175657
43.5058    1.81199 -11.1174 6.13042 5.44327   0.00166543   0.00460451
43.5058    1.85608 -11.2151 6.28164 5.42827   0.00981279   0.00653786
43.5058    1.90029 -11.3075 6.44632 5.41395    0.0181382   0.00850446
43.5058    1.94466 -11.3869 6.62399 5.40225    0.0271648   0.00977277
43.5058     1.9892 -11.4594 6.76612 5.39073    0.0362042    0.0108507
43.5058    2.03395 -11.5217 6.89834 5.38009    0.0462469    0.0112312
43.5058    2.07893 -11.5778 7.06407 5.36919    0.0584342    0.0109856
43.5058     2.1242 -11.6318 7.22226 5.35878    0.0750373    0.0101779
43.5058    2.16977 -11.6846 7.38867 5.34916    0.0986323   0.00868561
43.5058     2.2157 -11.7399 7.50762 5.33997     0.132038   0.00656225
43.5058    2.26203 -11.7946 7.65401  5.3318     0.175729    0.0037068
43.5058    2.30882 -11.8403 7.75638 5.32537     0.228649 -0.000308382
43.5058     2.3561 -11.8839 7.83442 5.31966     0.288927  -0.00517852
43.5058    2.40394 -11.9346 7.93159 5.31717     0.353061   -0.0112565
43.5058    2.45241 -11.9919 8.00036 5.31957      0.41754   -0.0181784
43.5058    2.50156  -12.061 8.09185  5.3247      0.47689   -0.0248094
43.5058    2.55146 -12.1537 8.18151 5.33193     0.524163   -0.0305091
43.5058    2.60218 -12.2717 8.29695  5.3412     0.557701   -0.0347663
43.5058    2.65381 -12.4211  8.4246 5.34997      0.57777   -0.0370883
43.5058    2.70642 -12.6457 8.64543 5.35902     0.585287   -0.0375013
43.5058     2.7601 -12.9809 8.95736 5.36464     0.578226   -0.0359538
43.5058    2.81493 -13.2676 9.23531 5.37206     0.549319   -0.0305249
43.5058    2.87101 -13.4196 9.38848 5.37776     0.500213   -0.0239556
43.5058    2.92845 -13.4473 9.42879 5.37684     0.430312   -0.0153759
43.5058    2.98733 -13.3972 9.46445 5.37445     0.352268   -0.0186461
43.5058    3.04777  -13.339 9.55388  5.3785      0.28127   -0.0137895
43.5058    3.10988 -13.3121 9.60702  5.3667     0.216473    0.0550344
46.4926   0.029893  -13.326 9.61789  5.3552     0.212934   -0.0526973
46.4926  0.0886098 -13.3515 9.55836  5.3677      0.28527    0.0115665
46.4926   0.145987 -13.4106 9.46023 5.36301     0.358519    0.0188379
46.4926   0.202125 -13.4695 9.38546 5.36563     0.431819    0.0143978
46.4926   0.257119 -13.4346 9.29904 5.36671     0.495853    0.0226878
46.4926    0.31106 -13.2533 9.11784 5.36499     0.544115    0.0293358
46.4926   0.364036 -12.9932 8.89114 5.35905     0.573857    0.0354382
46.4926   0.416129 -12.6989  8.6251 5.35171     0.581392    0.0362661
46.4926    0.46742 -12.4895 8.41615 5.34106     0.576574    0.0361452
46.4926   0.517982 -12.3459 8.32069 5.33166     0.557424    0.0337775
46.4926   0.567887 -12.2305 8.22345 5.32123     0.522405    0.0298395
46.4926   0.617202 -12.1431 8.13085 5.31462     0.476249    0.0244889
46.4926   0.665988 -12.0915 8.05966 5.31048     0.424723    0.0185097
46.4926   0.714305 -12.0457 8.02432 5.30937     0.363813    0.0117633
46.4926   0.762207 -11.9981 7.93633 5.31126     0.298187   0.00569833
46.4926   0.809745  -11.942 7.84891 5.31514     0.234972  0.000436138
46.4926   0.856965 -11.8758 7.70061 5.32034     0.182171  -0.00381112
46.4926    0.90391 -11.8109 7.56914 5.32678     0.139898  -0.00729488
46.4926    0.95062 -11.7466 7.40645 5.33454     0.108271  -0.00992401
46.4926   0.997128 -11.6866 7.25243   5.343    0.0857134   -0.0119647
46.4926    1.04347 -11.6328 7.07213 5.35194    0.0690267    -0.013061
46.4926    1.08967 -11.5796 6.93663 5.36159    0.0563874   -0.0133733
46.4926    1.13575 -11.5166 6.79513 5.37206    0.0443715   -0.0128926
46.4926    1.18174 -11.4393 6.65772 5.38287    0.0325325   -0.0117145
46.4926    1.22765  -11.358 6.46785 5.39529    0.0214446   -0.0100695
46.4926     1.2735 -11.2717 6.30529 5.40943    0.0112082  -0.00773364
46.4926     1.3193 -11.1793 6.15452 5.42536  0.000420523  -0.00496128
46.4926    1.36507 -11.0475 6.03091 5.44499   -0.0124998 -0.000905821
46.4926    1.41081 -10.8569 5.87326 5.46882   -0.0230202   0.00241974
46.4926    1.45653 -10.6462 5.73357 5.50298   -0.0258874   0.00452687
46.4926    1.50224 -10.4883 5.76213 5.53295   -0.0258183   0.00450955
46.4926    1.54795 -10.3431 5.78774 5.55895   -0.0249142   0.00305583
46.4926    1.59365 -10.3513 5.76593 5.55628   -0.0247109  -0.00292243
46.4926    1.63935 -10.4882 5.73233 5.52751   -0.0249726  -0.00279444
46.4926    1.68506 -10.6573 5.78572 5.49783   -0.0220885  -0.00286965
46.4926    1.73078 -10.8827  5.8743 5.46466   -0.0131043  0.000221433
46.4926    1.77652 -11.0447  5.9988 5.44366   -0.0046291   0.00279097
46.4926    1.82229 -11.1715 6.14609 5.42293   0.00329531   0.00596336
46.4926    1.86809 -11.2732 6.31606  5.4077    0.0116885   0.00803954
46.4926    1.91395 -11.3678  6.5081 5.39321    0.0201975   0.00999981
46.4926    1.95986 -11.4466 6.63804 5.38119    0.0290432    0.0112119
46.4926    2.00584 -11.5173 6.79855 5.36952    0.0384493    0.0121379
46.4926    2.05193 -11.5785 6.93798 5.35908    0.0489554    0.0122425
46.4926    2.09812 -11.6353 7.07198 5.34832    0.0613742    0.0115485
46.4926    2.14446  -11.688 7.23541  5.3384    0.0781281    0.0104444
46.4926    2.19097 -11.7396 7.39357  5.3284     0.101625   0.00858775
46.4926    2.23768 -11.7929 7.54918 5.31943     0.135594    0.0061728
46.4926    2.28463 -11.8475 7.66581 5.31243     0.180261   0.00298697
46.4926    2.33185 -11.8932 7.78045 5.30685     0.235201  -0.00152732
46.4926    2.37939 -11.9358 7.89283 5.30401     0.298285  -0.00747018
46.4926    2.42729 -11.9854 7.97017 5.30329     0.364206   -0.0143642
46.4926     2.4756 -12.0415 8.03474 5.30583     0.429301    -0.021637
46.4926    2.52439 -12.1083 8.08983 5.31066     0.488364   -0.0284592
46.4926    2.57371 -12.2013 8.18498 5.31859     0.535566     -0.03444
46.4926    2.62361  -12.319 8.27162 5.32756     0.567369   -0.0386636
46.4926    2.67417 -12.4713 8.39801 5.33842     0.586901   -0.0410442
46.4926    2.72546 -12.7024   8.638 5.34892     0.593262   -0.0410694
46.4926    2.77756  -13.038 8.92408 5.35554     0.585999   -0.0391639
46.4926    2.83053 -13.3083 9.16992 5.36275     0.556111   -0.0331667
46.4926    2.88447 -13.4506  9.3023 5.36451     0.505971   -0.0255238
46.4926    2.93947 -13.4688 9.40012 5.36537     0.437078   -0.0161293
46.4926    2.99561 -13.4105 9.46355 5.36369     0.361442   -0.0206793
46.4926    3.05298 -13.3494 9.55976 5.36873      0.29043   -0.0127954
46.4926     3.1117 -13.3232 9.61266 5.35594     0.222136    0.0505793
49.6854  0.0280922 -13.3313 9.61473 5.34522     0.220855   -0.0493343
49.6854  0.0834545 -13.3564 9.56316 5.35864     0.293751    0.0117262
49.6854   0.137798 -13.4187  9.4651 5.35476     0.368935    0.0205028
49.6854   0.191211 -13.4875 9.39726  5.3543     0.441256     0.014802
49.6854   0.243781 -13.4639 9.29456 5.35417     0.504637    0.0229573
49.6854   0.295587 -13.2876 9.10651 5.35111     0.551295    0.0299108
49.6854   0.346708 -13.0405 8.86365 5.34564     0.581157    0.0369254
49.6854   0.397216 -12.7556 8.64408 5.34196     0.589565    0.0383397
49.6854   0.447182 -12.5428 8.45342 5.33066     0.585429    0.0383606
49.6854   0.496671 -12.3932 8.32407 5.32001     0.566418    0.0356165
49.6854   0.545744 -12.2764 8.21841 5.30847     0.532129    0.0316687
49.6854   0.594459 -12.1874 8.15596 5.30176     0.485741     0.026439
49.6854   0.642868 -12.1349 8.11058  5.2968     0.434423    0.0201339
49.6854   0.691023 -12.0921 8.05235 5.29365     0.372483    0.0134398
49.6854   0.738967 -12.0463 7.96893 5.29372     0.305858   0.00701055
49.6854   0.786742 -11.9913 7.84757 5.29536     0.240537   0.00136564
49.6854   0.834385 -11.9271 7.72619 5.30031     0.186384   -0.0030645
49.6854    0.88193 -11.8634  7.5889 5.30679     0.142836    -0.006953
49.6854   0.929405 -11.7997 7.42441 5.31389     0.110858  -0.00995323
49.6854   0.976836 -11.7414 7.26309 5.32186    0.0881659   -0.0122657
49.6854    1.02424 -11.6911 7.13504  5.3307    0.0714801   -0.0137198
49.6854    1.07165 -11.6383 6.97696 5.34057    0.0583166   -0.0143606
49.6854    1.11906 -11.5777 6.83065 5.35086    0.0459904   -0.0139072
49.6854    1.16649 -11.5031 6.65616 5.36155    0.0339068   -0.0128476
49.6854    1.21395 -11.4206 6.48769 5.37387     0.022948   -0.0110467
49.6854    1.26144 -11.3331 6.34209 5.38827    0.0126855  -0.00865449
49.6854    1.30896  -11.234 6.16531 5.40448   0.00168534  -0.00557054
49.6854    1.35651 -11.0892 6.02241 5.42504   -0.0111626  -0.00113306
49.6854     1.4041 -10.8772 5.84984 5.45065    -0.021274   0.00211499
49.6854    1.45171 -10.6597 5.70903 5.48757   -0.0239203   0.00405992
49.6854    1.49934 -10.5018 5.72933 5.51903   -0.0238419   0.00405393
49.6854    1.54697 -10.3561 5.75927 5.54634    -0.022906   0.00297717
49.6854    1.59462 -10.3691  5.7408 5.54315   -0.0227295  -0.00277813
49.6854    1.64226 -10.5067 5.70784  5.5127   -0.0231751  -0.00236092
49.6854    1.68988 -10.6766  5.7536 5.48118   -0.0208347  -0.00251028
49.6854    1.73749 -10.9167 5.87853 5.44631   -0.0122956  0.000787267
49.6854    1.78508 -11.0915 6.03858 5.42442  -0.00320998   0.00376373
49.6854    1.83263 -11.2276 6.16787 5.40289   0.00515917   0.00728803
49.6854    1.88016 -11.3328 6.34104 5.38731    0.0136153   0.00946483
49.6854    1.92764 -11.4289 6.49956 5.37243    0.0221323    0.0115213
49.6854     1.9751 -11.5084  6.6905 5.36073    0.0308167    0.0127119
49.6854    2.02253 -11.5778 6.85113  5.3492    0.0405275     0.013367
49.6854    2.06995 -11.6393 6.98588 5.33862    0.0519975    0.0133468
49.6854    2.11735  -11.696 7.12566 5.32801    0.0651594    0.0123904
49.6854    2.16476 -11.7476 7.29198 5.31792    0.0818268    0.0110345
49.6854    2.21219 -11.7968 7.43597 5.30825     0.105413    0.0087616
49.6854    2.25966 -11.8476 7.57661 5.29986     0.139284   0.00619652
49.6854    2.30721 -11.8993 7.70129 5.29345     0.185471   0.00268154
49.6854    2.35485  -11.945 7.81649 5.28796      0.24248  -0.00241016
49.6854    2.40263 -11.9882 7.90316 5.28633     0.306031  -0.00857522
49.6854    2.45057 -12.0368 7.98969  5.2866     0.373016   -0.0156369
49.6854    2.49872 -12.0905  8.0611 5.29041     0.440088   -0.0231427
49.6854    2.54713  -12.158 8.11638 5.29659      0.49894   -0.0303095
49.6854    2.59585 -12.2532 8.19285 5.30495     0.544609   -0.0361248
49.6854    2.64492  -12.372  8.3131 5.31573     0.576279   -0.0402941
49.6854    2.69441  -12.528 8.42619 5.32625     0.595661   -0.0430149
49.6854    2.74438 -12.7647 8.66504  5.3356     0.601849   -0.0430908
49.6854    2.79488 -13.0957 8.94467 5.34234     0.594437   -0.0413205
49.6854    2.84601 -13.3518  9.1582 5.34773      0.56276   -0.0341757
49.6854    2.89781 -13.4831 9.30094 5.35004     0.512571   -0.0268867
49.6854    2.95038 -13.4892 9.37852 5.35206     0.444609     -0.01743
49.6854    3.00379 -13.4208 9.45736 5.35199     0.370001   -0.0224352
49.6854    3.05814 -13.3559 9.56581 5.35879     0.299738   -0.0120805
49.6854     3.1135 -13.3306 9.61481  5.3459     0.230363    0.0453572
53.0984  0.0263425 -13.3318 9.61382 5.34025     0.227222   -0.0470824
53.0984  0.0784416 -13.3576 9.55842 5.35145     0.303233    0.0123056
53.0984   0.129829 -13.4234 9.46412 5.34571     0.378472    0.0209484
53.0984   0.180583 -13.5025 9.41151 5.34589     0.451031    0.0148841
53.0984    0.23078 -13.4922 9.32591 5.34672     0.513855    0.0230454
53.0984   0.280494 -13.3217 9.15405 5.34521     0.560426    0.0291973
53.0984   0.329791 -13.0883 8.93924 5.34025     0.590047    0.0364542
53.0984   0.378736 -12.8116 8.70949 5.33412     0.597607    0.0377968
53.0984   0.427391 -12.5934 8.49373 5.32194     0.592768    0.0378498
53.0984   0.475813 -12.4416 8.37246 5.31114     0.573955    0.0350294
53.0984   0.524054 -12.3239 8.26629 5.29883     0.540706     0.031085
53.0984   0.572163  -12.233  8.1688 5.28887     0.494749    0.0255166
53.0984   0.620185 -12.1788 8.11358   5.282     0.442283    0.0194733
53.0984   0.668162 -12.1382 8.07483 5.27772     0.380092    0.0133703
53.0984    0.71613 -12.0936 7.99906 5.27552     0.312431   0.00739912
53.0984   0.764121 -12.0395 7.90394 5.27699     0.246124   0.00167388
53.0984   0.812164 -11.9754 7.76936 5.27971     0.190586   -0.0031561
53.0984   0.860282 -11.9144 7.61815 5.28591     0.146842  -0.00711233
53.0984   0.908497 -11.8536 7.45626 5.29273     0.114466   -0.0103386
53.0984   0.956824 -11.7978 7.32735 5.30094     0.091461   -0.0128671
53.0984    1.00527 -11.7511 7.14955 5.30945    0.0746029   -0.0144844
53.0984    1.05385 -11.7015 6.99881 5.31937    0.0606255   -0.0152109
53.0984    1.10257  -11.643 6.89439 5.32965    0.0476819    -0.014996
53.0984    1.15142 -11.5697 6.71811 5.34057    0.0355949   -0.0139456
53.0984     1.2004 -11.4887 6.51789 5.35258    0.0245185   -0.0122436
53.0984     1.2495  -11.397 6.34461 5.36702    0.0141768  -0.00959515
53.0984    1.29872 -11.2868 6.19285 5.38388   0.00268718  -0.00627917
53.0984    1.34804 -11.1254 6.02954 5.40551  -0.00990981  -0.00161205
53.0984    1.39745 -10.8931 5.80661 5.43295   -0.0194506    0.0015419
