      r      theta      rho   t_gas   t_rad          v_r      v_theta
53.0984    1.44693 -10.6711 5.67631  5.4729   -0.0220481    0.0033509
53.0984    1.49645 -10.5155 5.69946 5.50601    -0.022121   0.00338768
53.0984    1.54601 -10.3672 5.73126 5.53452   -0.0212856   0.00280446
53.0984    1.59558 -10.3835 5.71301 5.53087   -0.0211082  -0.00264687
53.0984    1.64514 -10.5203 5.67597 5.49862   -0.0215011  -0.00177957
53.0984    1.69467 -10.6926 5.71467 5.46526   -0.0194406  -0.00192573
53.0984    1.74414 -10.9491 5.87006 5.42805   -0.0116443   0.00147789
53.0984    1.79355 -11.1356 6.02722 5.40481   -0.0021885   0.00480828
53.0984    1.84287 -11.2811 6.18756 5.38302   0.00675653   0.00858531
53.0984    1.89209 -11.3932 6.36377 5.36689    0.0154449    0.0109201
53.0984    1.94119 -11.4933 6.54102 5.35206    0.0242772    0.0129386
53.0984    1.99017 -11.5753 6.71444 5.33991    0.0333239    0.0141117
53.0984    2.03902 -11.6436 6.89569 5.32844    0.0432345    0.0146885
53.0984    2.08774 -11.7027 7.05773 5.31761    0.0549315    0.0145785
53.0984    2.13632 -11.7587   7.175 5.30666    0.0685619    0.0134664
53.0984    2.18477 -11.8076 7.31632 5.29671    0.0858876    0.0118707
53.0984     2.2331 -11.8544 7.47025 5.28772     0.109418   0.00947544
53.0984    2.28131 -11.9013 7.62039 5.28029      0.14386    0.0065335
53.0984    2.32943 -11.9504 7.73845 5.27541     0.191008   0.00270055
53.0984    2.37747 -11.9962 7.85244 5.27143     0.249542  -0.00259462
53.0984    2.42546 -12.0393  7.9493 5.27013     0.313995  -0.00884352
53.0984    2.47343 -12.0874 8.01427 5.27061     0.382225   -0.0155018
53.0984    2.52141 -12.1392 8.08377 5.27465     0.449995   -0.0224931
53.0984    2.56943 -12.2069 8.15334 5.28424     0.509112   -0.0290954
53.0984    2.61754 -12.3026 8.25908 5.29544     0.554804   -0.0349236
53.0984    2.66578 -12.4221 8.36017 5.30611     0.585569   -0.0391717
53.0984     2.7142 -12.5812 8.50938 5.31918     0.604618   -0.0420565
53.0984    2.76286 -12.8247 8.75726 5.33167     0.610845   -0.0422474
53.0984     2.8118 -13.1515 9.00843 5.33576     0.602622   -0.0407804
53.0984     2.8611 -13.3935 9.25128 5.34331     0.570554   -0.0333639
53.0984    2.91081 -13.5129 9.40071 5.34676     0.522939   -0.0266358
53.0984    2.96101 -13.5056 9.42995 5.34555     0.455787   -0.0170084
53.0984    3.01176 -13.4266 9.47013 5.34355     0.381033   -0.0230755
53.0984    3.06315   -13.36 9.56319 5.34946     0.307251   -0.0130396
53.0984    3.11525  -13.335  9.6046 5.33813     0.230031     0.043238
56.7468  0.0246718 -13.3303  9.6072  5.3312     0.233453   -0.0490547
56.7468  0.0736508 -13.3564 9.55429 5.34439     0.312626    0.0130572
56.7468   0.122205 -13.4249 9.46085 5.33749     0.387559    0.0209123
56.7468   0.170406 -13.5116 9.40933 5.33667     0.458746    0.0131475
56.7468   0.218321 -13.5152 9.30008 5.33739      0.51989    0.0204799
56.7468   0.266015 -13.3549 9.13438 5.33606     0.565939    0.0259587
56.7468   0.313547 -13.1313 8.90898 5.32999      0.59567    0.0335124
56.7468   0.360975  -12.865 8.69883 5.32236     0.603764    0.0349766
56.7468   0.408352 -12.6476 8.49577 5.31224     0.598923    0.0350906
56.7468   0.455728 -12.4903  8.3537 5.29809     0.580027     0.032088
56.7468   0.503147 -12.3695 8.25141 5.28545     0.547103    0.0283674
56.7468   0.550652 -12.2789  8.1594 5.27336      0.50163    0.0231462
56.7468    0.59828 -12.2243  8.1347 5.26709     0.449506    0.0177224
56.7468   0.646064 -12.1843 8.08086 5.26119     0.386601    0.0118638
56.7468   0.694034  -12.141 8.02193   5.259     0.318372   0.00658462
56.7468   0.742214 -12.0861 7.93136 5.25894       0.2514   0.00105934
56.7468   0.790624 -12.0251 7.81041 5.26121     0.194148  -0.00374381
56.7468   0.839281  -11.967  7.6618 5.26627     0.149413  -0.00783104
56.7468   0.888197 -11.9098 7.51109  5.2725      0.11724   -0.0110955
56.7468   0.937377 -11.8577 7.34395 5.27951    0.0942328   -0.0136823
56.7468   0.986825 -11.8124 7.20709 5.28832    0.0772681   -0.0153452
56.7468    1.03654 -11.7654 7.07268 5.29848    0.0628107   -0.0160845
56.7468    1.08651 -11.7098 6.93195 5.30872     0.049363   -0.0159999
56.7468    1.13673  -11.638 6.74457 5.31964    0.0373108   -0.0148725
56.7468    1.18719 -11.5588 6.54674  5.3316    0.0264081   -0.0132634
56.7468    1.23786 -11.4654 6.40041 5.34622    0.0155912   -0.0104114
56.7468    1.28873 -11.3407 6.22561 5.36312   0.00362614  -0.00681356
56.7468    1.33978 -11.1596 6.03684 5.38619  -0.00856846  -0.00219998
56.7468    1.39096 -10.9077 5.77898 5.41573   -0.0175626  0.000639066
56.7468    1.44226 -10.6851 5.64651 5.45856   -0.0201316   0.00252186
56.7468    1.49364 -10.5292 5.66944 5.49328   -0.0205962   0.00259662
56.7468    1.54507 -10.3766 5.70272 5.52341   -0.0201246   0.00262234
56.7468    1.59652 -10.3934 5.68455 5.51945   -0.0200248  -0.00253687
56.7468    1.64795 -10.5339 5.64559 5.48502   -0.0201814  -0.00126855
56.7468    1.69933 -10.7073 5.67997 5.45018   -0.0181082   -0.0013059
56.7468    1.75063 -10.9743 5.86537 5.41073   -0.0108942   0.00222127
56.7468    1.80182  -11.174 6.04521 5.38599  -0.00114175   0.00564873
56.7468    1.85286 -11.3366 6.23358 5.36349   0.00836118   0.00961227
56.7468    1.90373 -11.4568 6.40084 5.34706    0.0175218    0.0121951
56.7468     1.9544 -11.5584  6.5682 5.33164    0.0265572    0.0142829
56.7468    2.00486 -11.6404 6.74962 5.31947    0.0356312    0.0153762
56.7468    2.05508 -11.7076  6.9084 5.30754    0.0456955    0.0159815
56.7468    2.10505 -11.7639 7.07947 5.29704    0.0580136    0.0158073
56.7468    2.15477   -11.82 7.26725 5.28626    0.0724837     0.014676
56.7468    2.20422 -11.8681 7.37739 5.27596    0.0897367    0.0130303
56.7468     2.2534 -11.9127  7.5258 5.26763     0.113666    0.0105309
56.7468    2.30231 -11.9557 7.66725 5.26164     0.147802   0.00743981
56.7468    2.35097 -12.0017  7.7849 5.25722     0.196264   0.00350533
56.7468    2.39938 -12.0464 7.89671 5.25441     0.256693  -0.00159045
56.7468    2.44756 -12.0899 7.97099  5.2535     0.322172  -0.00754181
56.7468    2.49553 -12.1378 8.04861 5.25537     0.391457   -0.0136341
56.7468    2.54331 -12.1875 8.09978 5.25987     0.459466   -0.0203113
56.7468    2.59094 -12.2559 8.16941  5.2693     0.517991   -0.0266763
56.7468    2.63845 -12.3529 8.24143 5.28159     0.561535   -0.0319773
56.7468    2.68586 -12.4755 8.33584 5.29309     0.591111    -0.035802
56.7468    2.73324 -12.6405 8.46752 5.30499     0.609169   -0.0386518
56.7468    2.78062 -12.8864 8.71568 5.31748     0.615439    -0.038587
56.7468    2.82805 -13.2023  8.9763  5.3255     0.607702   -0.0375563
56.7468    2.87558 -13.4298 9.18677 5.33223     0.575664   -0.0300155
56.7468    2.92327 -13.5364 9.30289 5.33343     0.526548   -0.0234626
56.7468    2.97119 -13.5173 9.40876 5.33471     0.461718   -0.0144292
56.7468    3.01939 -13.4277 9.46139 5.33416     0.387762   -0.0228729
56.7468    3.06794 -13.3603 9.55928 5.34142      0.31546   -0.0122023
56.7468    3.11692 -13.3356 9.60236 5.32963     0.238434    0.0434584
60.6468  0.0231029 -13.3276 9.60026 5.32554     0.243582   -0.0499939
60.6468  0.0691472 -13.3526 9.54863  5.3377     0.320222    0.0136762
60.6468   0.115031 -13.4221 9.45666 5.32891     0.395896    0.0209132
60.6468   0.160819 -13.5171 9.40037 5.32679     0.466605     0.011563
60.6468   0.206572  -13.535 9.29754 5.32649     0.527399    0.0174249
60.6468   0.252345 -13.3879 9.13401 5.32487     0.573011    0.0221331
60.6468   0.298194 -13.1736  8.9341 5.31868     0.603056    0.0296291
60.6468   0.344169 -12.9164 8.73652 5.31365      0.61066    0.0303652
60.6468   0.390316 -12.6978 8.52843 5.30259     0.605079    0.0307806
60.6468   0.436679 -12.5384 8.39247 5.28877     0.586115     0.027727
60.6468   0.483296 -12.4173 8.28382 5.27353     0.553397    0.0242463
60.6468   0.530204 -12.3266 8.21589 5.26124     0.508728    0.0191548
60.6468   0.577432 -12.2691 8.12977 5.25131     0.455548    0.0140082
60.6468   0.625009 -12.2284 8.10561 5.24546     0.391576   0.00926961
60.6468   0.672957 -12.1862 8.05905 5.24178     0.323402   0.00470249
60.6468   0.721294 -12.1322 7.95055 5.24068     0.255352 -0.000270439
60.6468   0.770033 -12.0739 7.83986 5.24196     0.198036  -0.00478742
60.6468   0.819184 -12.0186 7.69333 5.24545     0.153034  -0.00866509
60.6468   0.868749 -11.9654 7.54606  5.2517     0.121023   -0.0118553
60.6468   0.918729 -11.9167 7.40563 5.25889    0.0978582   -0.0144115
60.6468   0.969118 -11.8736 7.24738 5.26742    0.0804818   -0.0161175
60.6468     1.0199 -11.8297 7.11717 5.27753    0.0653073   -0.0168811
60.6468    1.07107 -11.7754 6.97607 5.28768     0.051584   -0.0166819
60.6468     1.1226 -11.7044 6.79755 5.29858    0.0394807   -0.0157904
60.6468    1.17447   -11.63 6.61703 5.31062    0.0282708   -0.0140412
60.6468    1.22665 -11.5321 6.44278 5.32499    0.0166688    -0.011025
60.6468    1.27911 -11.3932 6.27414 5.34258   0.00465509  -0.00732514
60.6468     1.3318 -11.1981 6.05608 5.36648  -0.00698706  -0.00300088
60.6468     1.3847 -10.9289 5.75723 5.39806   -0.0155961 -0.000339473
60.6468    1.43775  -10.701 5.61971  5.4443   -0.0185071   0.00160016
60.6468    1.49092 -10.5434 5.63938 5.48093   -0.0195899   0.00171468
60.6468    1.54416 -10.3854 5.67305 5.51308    -0.019699     0.002372
60.6468    1.59743 -10.4009 5.65852 5.50889   -0.0194769  -0.00240693
60.6468    1.65067 -10.5476 5.62102 5.47198   -0.0191758 -0.000706033
60.6468    1.70384 -10.7217 5.64519 5.43561   -0.0168582 -0.000616757
60.6468     1.7569 -10.9988 5.82863 5.39319   -0.0100863   0.00293166
60.6468    1.80979 -11.2114 6.04678 5.36687  -0.00028521   0.00646652
60.6468    1.86249 -11.3886 6.25346 5.34342   0.00980775    0.0103868
60.6468    1.91494 -11.5191 6.43546 5.32643    0.0192529    0.0131375
60.6468    1.96712 -11.6251 6.62535 5.31082    0.0287714    0.0153148
60.6468    2.01899 -11.7089 6.77944 5.29843    0.0382878    0.0163822
60.6468    2.07052 -11.7759  6.9713 5.28657    0.0482942    0.0169674
60.6468    2.12169 -11.8289 7.13583 5.27613    0.0606519    0.0166404
60.6468    2.17248 -11.8829 7.28325 5.26583    0.0755542    0.0157264
60.6468    2.22286 -11.9288 7.42385 5.25524    0.0934563    0.0140017
60.6468    2.27284 -11.9705  7.5409  5.2472     0.117387    0.0116588
60.6468    2.32241 -12.0094 7.68509 5.24211     0.151488   0.00841516
60.6468    2.37156 -12.0513 7.81297 5.23845          0.2   0.00448909
60.6468     2.4203  -12.096 7.89464 5.23582     0.260437 -0.000113084
60.6468    2.46864 -12.1405 7.98768 5.23554     0.325987  -0.00496348
60.6468    2.51658 -12.1872 8.06979 5.23818     0.396343     -0.01031
60.6468    2.56416 -12.2351 8.13356 5.24594     0.465351   -0.0161003
60.6468    2.61139 -12.3038  8.1757 5.25475     0.524243   -0.0217678
60.6468     2.6583 -12.4029 8.28476 5.26776     0.568576   -0.0269048
60.6468    2.70491 -12.5258 8.40821 5.28219     0.598854   -0.0307824
60.6468    2.75128 -12.6945 8.52234 5.29411     0.617249   -0.0338608
60.6468    2.79742 -12.9423  8.7986  5.3074     0.623158   -0.0336675
60.6468     2.8434 -13.2519 9.02738 5.31465     0.614955   -0.0331309
60.6468    2.88925 -13.4672 9.22506  5.3223     0.581681   -0.0259074
60.6468    2.93502 -13.5627 9.32142 5.32288     0.533047   -0.0203234
60.6468    2.98077 -13.5276 9.40633 5.32479     0.469259   -0.0122401
60.6468    3.02656  -13.427 9.45435 5.32519     0.396228    -0.022033
60.6468    3.07245 -13.3579 9.55137 5.33301     0.322562   -0.0121993
60.6468    3.11849  -13.334 9.60249 5.32151     0.246871    0.0442236
64.8158  0.0216514 -13.3235 9.59676 5.31875     0.247234   -0.0534794
64.8158  0.0649754 -13.3484 9.54055 5.33132     0.327055    0.0143554
64.8158   0.108378 -13.4173 9.45331 5.32177     0.404103    0.0206578
64.8158   0.151916 -13.5211 9.40241 5.31865     0.475037    0.0100118
64.8158   0.195646 -13.5541 9.31068 5.31824      0.53508    0.0144482
64.8158   0.239617 -13.4166 9.15685 5.31752     0.580068    0.0175477
64.8158    0.28388 -13.2105 8.95251 5.31027     0.609503    0.0243177
64.8158   0.328478 -12.9615 8.74562 5.30296     0.616895    0.0245665
64.8158   0.373454 -12.7477  8.5444 5.29151     0.610554    0.0247861
64.8158   0.418845 -12.5864 8.40519 5.27683     0.590806    0.0220171
64.8158   0.464685 -12.4635 8.30596  5.2607     0.558044    0.0188364
64.8158   0.511006 -12.3726  8.2179 5.24719     0.513017    0.0140515
64.8158   0.557833 -12.3148 8.18273 5.23737     0.459559   0.00951052
64.8158   0.605187  -12.273 8.13141 5.22843     0.394341   0.00540119
64.8158   0.653087 -12.2305 8.06993 5.22398     0.325375   0.00191813
64.8158   0.701545 -12.1784 7.96864 5.22203     0.258245   -0.0018703
64.8158   0.750569 -12.1237 7.86522 5.22288      0.19993  -0.00606376
64.8158   0.800161 -12.0724 7.72513 5.22579     0.155484    -0.009803
64.8158    0.85032 -12.0229 7.57868 5.23103     0.123608    -0.012765
64.8158   0.901036  -11.978 7.42709 5.23795     0.100418   -0.0151577
64.8158   0.952297 -11.9371 7.31218 5.24662    0.0828093   -0.0166458
64.8158    1.00409  -11.895 7.20696 5.25636    0.0674756   -0.0174967
64.8158    1.05638 -11.8407 7.00486 5.26592    0.0536863   -0.0172777
64.8158    1.10914 -11.7724 6.82828 5.27688    0.0415656    -0.016364
64.8158    1.16234 -11.7018 6.67518 5.28923    0.0299524   -0.0144229
64.8158    1.21595 -11.5943 6.52976 5.30384    0.0178665   -0.0113205
64.8158    1.26991 -11.4441 6.30227 5.32168   0.00589523  -0.00785299
64.8158    1.32418 -11.2391 6.04072 5.34684   -0.0050736   -0.0038015
64.8158    1.37871 -10.9559 5.73562 5.38091   -0.0135863  -0.00139392
64.8158    1.43344 -10.7244 5.59244 5.43038   -0.0171151  0.000603299
64.8158    1.48833 -10.5614 5.61685 5.46859   -0.0191153  0.000860171
64.8158     1.5433  -10.396 5.64918 5.50287   -0.0200251   0.00208156
64.8158     1.5983 -10.4094 5.63505 5.49886   -0.0196734  -0.00231999
64.8158    1.65327 -10.5636 5.59747 5.45972   -0.0186173 -1.61764e-05
64.8158    1.70815 -10.7377 5.62275 5.42232   -0.0156924  0.000308237
64.8158    1.76288 -11.0168 5.79293 5.37664  -0.00900932   0.00363662
64.8158    1.81741 -11.2472 6.05284 5.34798  0.000881804   0.00709921
64.8158    1.87168 -11.4394 6.27426 5.32312    0.0113692    0.0110341
64.8158    1.92564  -11.587 6.49723 5.30553    0.0211848    0.0138161
64.8158    1.97925 -11.6929 6.66152 5.29008    0.0311025    0.0160686
64.8158    2.03245 -11.7758 6.84547 5.27752    0.0409248    0.0172331
64.8158    2.08522 -11.8399 7.01725 5.26593    0.0513484    0.0176731
64.8158    2.13751 -11.8913 7.19164 5.25554    0.0637035    0.0173294
64.8158     2.1893  -11.945 7.33679 5.24453    0.0792055    0.0164593
64.8158    2.24056 -11.9892  7.4406 5.23487     0.096922    0.0149261
64.8158    2.29127 -12.0269 7.60922 5.22833     0.121093    0.0125841
64.8158    2.34143 -12.0617 7.73946 5.22285     0.155285   0.00935249
64.8158    2.39102 -12.1006 7.84302 5.21976     0.203328   0.00579521
64.8158    2.44005 -12.1444 7.94915 5.21819     0.263567   0.00186938
64.8158    2.48851 -12.1895 8.02255 5.21852     0.329481  -0.00171937
64.8158    2.53641  -12.235 8.08493 5.22216     0.401151  -0.00597208
64.8158    2.58376 -12.2831 8.14094 5.22988     0.471378   -0.0109137
64.8158    2.63059 -12.3523  8.2162 5.24121     0.529913     -0.01591
64.8158    2.67691 -12.4527 8.29036 5.25501     0.573897   -0.0207636
64.8158    2.72275 -12.5775 8.38246 5.27025     0.603339   -0.0241024
64.8158    2.76814 -12.7497 8.56173 5.28627      0.62261   -0.0272616
64.8158    2.81311 -12.9931 8.82028 5.30032     0.629777   -0.0276276
64.8158    2.85771 -13.2908 9.04243 5.30767     0.621086   -0.0275365
64.8158    2.90198 -13.4992 9.25309 5.31585     0.588024   -0.0200306
64.8158    2.94595 -13.5837  9.3744 5.31745      0.54125    -0.015561
64.8158    2.98968 -13.5328 9.41655 5.31738     0.478871  -0.00938248
64.8158    3.03321 -13.4233 9.46348 5.31702     0.405397   -0.0212718
64.8158    3.07662 -13.3532 9.54164 5.32536     0.331514   -0.0121241
64.8158    3.11994 -13.3282 9.58543  5.3143     0.250588    0.0440668
69.2724  0.0203248 -13.3187 9.58522 5.31221     0.258037   -0.0563735
69.2724  0.0611571 -13.3435 9.53384 5.32352     0.333877    0.0143853
69.2724   0.102279 -13.4121  9.4411 5.31395     0.413574    0.0194835
69.2724   0.143743 -13.5222 9.40109 5.31073     0.484139   0.00726386
69.2724   0.185599 -13.5697 9.31248 5.30996     0.542892   0.00999619
69.2724   0.227895 -13.4426 9.14919 5.30844     0.586489    0.0116997
69.2724   0.270675 -13.2446 8.94408 5.29991     0.614976    0.0179788
69.2724    0.31398 -13.0054 8.78023 5.29279     0.622688    0.0180986
69.2724   0.357847 -12.7935 8.55854    5.28     0.615954    0.0185579
69.2724   0.402311 -12.6313 8.42185 5.26601      0.59538    0.0157815
69.2724   0.447402 -12.5095 8.32413 5.24987     0.562075    0.0127164
69.2724   0.493148 -12.4192 8.23286 5.23332     0.516859   0.00867165
69.2724    0.53957 -12.3599 8.18488 5.22232     0.463185    0.0049541
69.2724   0.586686 -12.3161 8.15359 5.21274     0.396659    0.0013586
69.2724   0.634511 -12.2737  8.0748 5.20641     0.326415  -0.00129248
69.2724   0.683052 -12.2247 8.01056  5.2042      0.25919  -0.00393568
69.2724   0.732313 -12.1729 7.89702 5.20447     0.202556  -0.00722894
69.2724   0.782292  -12.124 7.77179 5.20611     0.158777   -0.0107095
69.2724    0.83298 -12.0764  7.6208 5.21119     0.126731   -0.0134951
69.2724   0.884365  -12.035 7.49864 5.21752      0.10392   -0.0157061
69.2724   0.936427 -11.9976  7.3524 5.22524    0.0857689   -0.0172038
69.2724    0.98914  -11.958 7.21074 5.23429     0.070141   -0.0177736
69.2724    1.04247 -11.9039 7.04712 5.24422     0.056242   -0.0175337
69.2724    1.09639 -11.8398 6.88615 5.25548    0.0438934   -0.0166331
69.2724    1.15085 -11.7721 6.74171 5.26773    0.0315864   -0.0146677
69.2724    1.20579  -11.655 6.54595 5.28234    0.0192418   -0.0116866
69.2724    1.26118 -11.4988 6.31594 5.30072   0.00766152   -0.0084377
69.2724    1.31694 -11.2816 6.02836 5.32708  -0.00303776  -0.00454689
69.2724    1.37302 -10.9915 5.71252  5.3634   -0.0118969  -0.00231019
69.2724    1.42934 -10.7528  5.5715 5.41582   -0.0163088 -0.000283404
69.2724    1.48585 -10.5842 5.59214  5.4554    -0.019045  0.000288512
69.2724    1.54247 -10.4118  5.6236 5.49216   -0.0204813   0.00201258
69.2724    1.59912 -10.4189 5.61041 5.48925   -0.0200726  -0.00227386
69.2724    1.65574 -10.5763 5.57496 5.44879   -0.0183901  0.000544621
69.2724    1.71225 -10.7514 5.59527 5.40949   -0.0149607   0.00128063
69.2724    1.76858 -11.0331  5.7547 5.36002  -0.00791778   0.00443964
69.2724    1.82465 -11.2866 6.05267 5.32867   0.00202142   0.00755348
69.2724    1.88042 -11.4931 6.30088 5.30251    0.0129837    0.0114045
69.2724     1.9358 -11.6487 6.52014 5.28467    0.0231882    0.0141781
69.2724    1.99075 -11.7579 6.69087 5.26905    0.0332821    0.0164804
69.2724     2.0452 -11.8409 6.87404 5.25621    0.0437509    0.0177201
69.2724    2.09912 -11.9035 7.04965 5.24462    0.0542876    0.0181611
69.2724    2.15245 -11.9549  7.2102 5.23461    0.0664528    0.0177927
69.2724    2.20517 -12.0057 7.37629 5.22455    0.0815325    0.0170679
69.2724    2.25723  -12.047 7.50951 5.21519     0.100271    0.0155526
69.2724    2.30861 -12.0823 7.64505   5.208     0.124649    0.0133017
69.2724     2.3593 -12.1149 7.75538 5.20314     0.158261    0.0103112
